GAME_ID,TIME,SHOT_MADE,ASSIST_PLAYER_ID
21500511,0,,
21500511,0,,
21500511,0,,
21500511,20,1.0,202685.0
21500511,39,0.0,
21500511,41,,
21500511,51,0.0,
21500511,52,,
21500511,68,1.0,
21500511,87,1.0,200768.0
21500511,106,1.0,2747.0
21500511,133,0.0,
21500511,135,,
21500511,138,,
21500511,138,,
21500511,138,,
21500511,138,,
21500511,139,,
21500511,155,1.0,2544.0
21500511,167,1.0,200768.0
21500511,180,0.0,
21500511,180,,
21500511,180,,
21500511,188,1.0,202681.0
21500511,201,1.0,200768.0
21500511,217,1.0,
21500511,222,0.0,
21500511,224,,
21500511,229,1.0,
21500511,247,1.0,
21500511,265,,
21500511,273,0.0,
21500511,275,,
21500511,284,0.0,
21500511,288,,
21500511,297,1.0,202681.0
21500511,304,,
21500511,322,0.0,
21500511,324,,
21500511,328,1.0,
21500511,355,,
21500511,366,0.0,
21500511,367,,
21500511,383,,
21500511,396,1.0,202681.0
21500511,410,0.0,
21500511,411,,
21500511,432,1.0,2544.0
21500511,439,,
21500511,439,,
21500511,439,,
21500511,439,,
21500511,439,,
21500511,449,1.0,200768.0
21500511,466,1.0,
21500511,482,1.0,200768.0
21500511,505,0.0,
21500511,506,,
21500511,513,1.0,
21500511,535,0.0,
21500511,535,,
21500511,548,1.0,
21500511,561,,
21500511,561,,
21500511,561,,
21500511,573,1.0,2544.0
21500511,591,1.0,
21500511,591,,
21500511,591,,
21500511,591,,
21500511,591,,
21500511,604,1.0,203521.0
21500511,623,1.0,201942.0
21500511,644,,
21500511,644,,
21500511,644,,
21500511,644,,
21500511,656,0.0,
21500511,657,,
21500511,677,,
21500511,680,1.0,201942.0
21500511,694,,
21500511,711,,
21500511,711,,
21500511,711,,
21500511,711,,
21500511,711,,
21500511,720,0.0,
21500511,720,,
21500511,720,,
21500511,720,,
21500511,741,1.0,
21500511,757,,
21500511,769,1.0,
21500511,786,1.0,
21500511,806,0.0,
21500511,806,,
21500511,815,0.0,
21500511,817,,
21500511,831,,
21500511,831,,
21500511,831,,
21500511,844,0.0,
21500511,844,,
21500511,850,,
21500511,867,0.0,
21500511,869,,
21500511,875,1.0,202681.0
21500511,899,1.0,
21500511,910,,
21500511,910,,
21500511,910,,
21500511,910,,
21500511,916,,
21500511,938,,
21500511,938,,
21500511,938,,
21500511,939,,
21500511,948,,
21500511,948,,
21500511,948,,
21500511,962,0.0,
21500511,963,,
21500511,984,0.0,
21500511,986,,
21500511,987,,
21500511,987,,
21500511,987,,
21500511,1003,,
21500511,1003,,
21500511,1003,,
21500511,1003,,
21500511,1009,1.0,201567.0
21500511,1028,1.0,
21500511,1042,0.0,
21500511,1043,,
21500511,1043,,
21500511,1043,,
21500511,1043,,
21500511,1067,,
21500511,1078,,
21500511,1078,,
21500511,1088,,
21500511,1090,,
21500511,1090,,
21500511,1090,,
21500511,1090,,
21500511,1100,0.0,
21500511,1101,,
21500511,1102,,
21500511,1102,,
21500511,1102,,
21500511,1102,,
21500511,1102,,
21500511,1122,1.0,200768.0
21500511,1147,0.0,
21500511,1149,,
21500511,1157,1.0,201942.0
21500511,1181,1.0,201567.0
21500511,1210,1.0,2449.0
21500511,1218,,
21500511,1218,,
21500511,1218,,
21500511,1218,,
21500511,1218,,
21500511,1242,0.0,
21500511,1246,,
21500511,1246,,
21500511,1246,,
21500511,1246,,
21500511,1254,0.0,
21500511,1256,,
21500511,1262,1.0,
21500511,1282,0.0,
21500511,1283,,
21500511,1290,0.0,
21500511,1292,,
21500511,1298,,
21500511,1298,,
21500511,1298,,
21500511,1298,,
21500511,1298,,
21500511,1298,,
21500511,1298,,
21500511,1298,,
21500511,1299,,
21500511,1321,0.0,
21500511,1322,,
21500511,1322,,
21500511,1338,1.0,202709.0
21500511,1361,1.0,2544.0
21500511,1385,1.0,202709.0
21500511,1399,0.0,
21500511,1403,,
21500511,1412,0.0,
21500511,1414,,
21500511,1429,1.0,
21500511,1438,0.0,
21500511,1439,,
21500511,1440,,
21500511,1440,,
21500511,1440,,
21500511,1452,1.0,2544.0
21500511,1478,0.0,
21500511,1479,,
21500511,1500,1.0,202681.0
21500511,1517,1.0,
21500511,1534,0.0,
21500511,1536,,
21500511,1548,1.0,200768.0
21500511,1564,,
21500511,1573,,
21500511,1573,,
21500511,1573,,
21500511,1573,,
21500511,1584,,
21500511,1584,,
21500511,1597,0.0,
21500511,1598,,
21500511,1611,1.0,201942.0
21500511,1637,,
21500511,1637,,
21500511,1655,0.0,
21500511,1655,,
21500511,1665,1.0,2544.0
21500511,1676,0.0,
21500511,1676,,
21500511,1677,,
21500511,1696,0.0,
21500511,1696,,
21500511,1706,0.0,
21500511,1711,,
21500511,1714,1.0,
21500511,1722,,
21500511,1722,,
21500511,1722,,
21500511,1727,1.0,200768.0
21500511,1744,0.0,
21500511,1747,,
21500511,1757,1.0,200768.0
21500511,1774,1.0,202697.0
21500511,1792,,
21500511,1795,,
21500511,1795,,
21500511,1795,,
21500511,1803,1.0,
21500511,1824,0.0,
21500511,1825,,
21500511,1825,,
21500511,1825,,
21500511,1835,,
21500511,1835,,
21500511,1835,,
21500511,1835,,
21500511,1845,0.0,
21500511,1846,,
21500511,1860,0.0,
21500511,1860,,
21500511,1869,,
21500511,1882,0.0,
21500511,1883,,
21500511,1883,,
21500511,1883,,
21500511,1883,,
21500511,1900,1.0,
21500511,1914,1.0,203521.0
21500511,1928,0.0,
21500511,1931,,
21500511,1937,,
21500511,1937,,
21500511,1937,,
21500511,1937,,
21500511,1937,,
21500511,1952,1.0,202709.0
21500511,1963,1.0,203521.0
21500511,1988,0.0,
21500511,1988,,
21500511,1988,,
21500511,1999,,
21500511,2009,,
21500511,2014,1.0,
21500511,2027,,
21500511,2041,0.0,
21500511,2042,,
21500511,2054,0.0,
21500511,2056,,
21500511,2072,1.0,202709.0
21500511,2089,1.0,2544.0
21500511,2111,0.0,
21500511,2113,,
21500511,2113,,
21500511,2113,,
21500511,2113,,
21500511,2119,,
21500511,2119,,
21500511,2119,,
21500511,2119,,
21500511,2128,,
21500511,2128,,
