GAME_ID,TIME,SHOT_MADE,ASSIST_PLAYER_ID
21500215,0,,
21500215,0,,
21500215,18,0.0,
21500215,21,,
21500215,25,1.0,
21500215,42,,
21500215,47,,
21500215,54,0.0,
21500215,56,,
21500215,68,1.0,203490.0
21500215,82,0.0,
21500215,83,,
21500215,91,0.0,
21500215,93,,
21500215,102,0.0,
21500215,103,,
21500215,117,0.0,
21500215,118,,
21500215,124,0.0,
21500215,125,,
21500215,125,1.0,
21500215,147,0.0,
21500215,149,,
21500215,157,,
21500215,162,1.0,203490.0
21500215,180,1.0,203798.0
21500215,197,0.0,
21500215,198,,
21500215,206,0.0,
21500215,207,,
21500215,216,1.0,
21500215,229,1.0,203798.0
21500215,245,,
21500215,257,0.0,
21500215,259,,
21500215,263,0.0,
21500215,265,,
21500215,265,0.0,
21500215,267,,
21500215,273,1.0,2743.0
21500215,277,,
21500215,287,1.0,201587.0
21500215,298,1.0,
21500215,321,1.0,201587.0
21500215,333,0.0,
21500215,335,,
21500215,351,0.0,
21500215,352,,
21500215,362,,
21500215,385,0.0,
21500215,388,,
21500215,396,0.0,
21500215,398,,
21500215,402,0.0,
21500215,405,,
21500215,412,1.0,202322.0
21500215,433,,
21500215,433,,
21500215,433,,
21500215,433,,
21500215,439,1.0,2744.0
21500215,455,,
21500215,455,,
21500215,455,,
21500215,457,,
21500215,472,1.0,201587.0
21500215,498,1.0,
21500215,517,1.0,201587.0
21500215,536,0.0,
21500215,537,,
21500215,548,,
21500215,548,,
21500215,548,,
21500215,548,,
21500215,548,,
21500215,551,,
21500215,559,0.0,
21500215,561,,
21500215,569,1.0,
21500215,596,0.0,
21500215,597,,
21500215,618,0.0,
21500215,619,,
21500215,624,1.0,201587.0
21500215,639,0.0,
21500215,640,,
21500215,644,1.0,
21500215,665,,
21500215,665,,
21500215,665,,
21500215,676,,
21500215,676,,
21500215,676,,
21500215,682,1.0,
21500215,692,0.0,
21500215,693,,
21500215,716,1.0,
21500215,720,0.0,
21500215,720,,
21500215,720,,
21500215,720,,
21500215,737,1.0,
21500215,756,0.0,
21500215,758,,
21500215,767,0.0,
21500215,768,,
21500215,787,0.0,
21500215,788,,
21500215,794,0.0,
21500215,797,,
21500215,815,0.0,
21500215,817,,
21500215,823,,
21500215,838,1.0,
21500215,854,1.0,
21500215,854,,
21500215,854,,
21500215,869,,
21500215,869,,
21500215,869,,
21500215,888,0.0,
21500215,889,,
21500215,905,1.0,
21500215,915,,
21500215,921,0.0,
21500215,924,,
21500215,924,0.0,
21500215,933,,
21500215,933,1.0,
21500215,940,,
21500215,940,,
21500215,940,,
21500215,940,,
21500215,940,,
21500215,956,1.0,
21500215,971,0.0,
21500215,972,,
21500215,985,1.0,203087.0
21500215,999,0.0,
21500215,1000,,
21500215,1008,0.0,
21500215,1009,,
21500215,1013,,
21500215,1013,,
21500215,1013,,
21500215,1013,,
21500215,1013,,
21500215,1023,1.0,202322.0
21500215,1043,0.0,
21500215,1044,,
21500215,1065,1.0,201162.0
21500215,1084,,
