GAME_ID,TIME,SHOT_MADE,ASSIST_PLAYER_ID
21500622,0,,
21500622,0,,
21500622,17,1.0,201939.0
21500622,44,1.0,201567.0
21500622,57,1.0,
21500622,80,0.0,
21500622,81,,
21500622,92,1.0,
21500622,103,0.0,
21500622,103,,
21500622,110,1.0,203110.0
21500622,110,,
21500622,126,,
21500622,131,1.0,
21500622,147,0.0,
21500622,148,,
21500622,158,0.0,
21500622,160,,
21500622,178,1.0,2544.0
21500622,189,,
21500622,189,,
21500622,189,,
21500622,189,,
21500622,190,,
21500622,204,0.0,
21500622,204,,
21500622,217,0.0,
21500622,218,,
21500622,225,,
21500622,234,0.0,
21500622,237,,
21500622,251,,
21500622,251,,
21500622,251,,
21500622,251,,
21500622,270,1.0,203110.0
21500622,285,0.0,
21500622,286,,
21500622,296,1.0,2747.0
21500622,314,0.0,
21500622,315,,
21500622,330,1.0,2544.0
21500622,349,0.0,
21500622,350,,
21500622,358,1.0,
21500622,362,,
21500622,362,,
21500622,362,,
21500622,371,1.0,2738.0
21500622,393,0.0,
21500622,395,,
21500622,420,1.0,203110.0
21500622,435,,
21500622,435,,
21500622,435,,
21500622,448,0.0,
21500622,449,,
21500622,464,0.0,
21500622,465,,
21500622,469,,
21500622,469,,
21500622,477,1.0,203521.0
21500622,491,1.0,203110.0
21500622,515,1.0,
21500622,530,1.0,203110.0
21500622,551,0.0,
21500622,553,,
21500622,556,0.0,
21500622,557,,
21500622,562,,
21500622,562,,
21500622,562,,
21500622,562,,
21500622,562,,
21500622,579,1.0,
21500622,596,,
21500622,596,,
21500622,602,1.0,2738.0
21500622,626,,
21500622,632,1.0,2544.0
21500622,642,1.0,
21500622,657,,
21500622,657,,
21500622,657,,
21500622,662,1.0,2571.0
21500622,678,0.0,
21500622,678,,
21500622,678,,
21500622,678,,
21500622,690,,
21500622,691,1.0,
21500622,713,0.0,
21500622,714,,
21500622,714,0.0,
21500622,718,,
21500622,720,,
21500622,720,,
21500622,734,0.0,
21500622,735,,
21500622,750,0.0,
21500622,751,,
21500622,766,1.0,
21500622,787,1.0,
21500622,799,0.0,
21500622,801,,
21500622,804,,
21500622,808,1.0,2571.0
21500622,822,,
21500622,845,,
21500622,845,,
21500622,855,1.0,202681.0
21500622,865,,
21500622,865,,
21500622,865,,
21500622,865,,
21500622,878,0.0,
21500622,879,,
21500622,886,1.0,202691.0
21500622,898,1.0,202681.0
21500622,906,1.0,
21500622,907,,
21500622,907,,
21500622,922,1.0,
21500622,944,0.0,
21500622,945,,
21500622,955,1.0,
21500622,970,1.0,203110.0
21500622,985,0.0,
21500622,985,,
21500622,985,,
21500622,985,,
21500622,985,,
21500622,985,,
21500622,1002,0.0,
21500622,1004,,
21500622,1008,1.0,201939.0
21500622,1025,,
21500622,1025,,
21500622,1025,,
21500622,1025,,
21500622,1038,1.0,2733.0
21500622,1038,,
21500622,1038,,
21500622,1053,0.0,
21500622,1055,,
21500622,1057,,
21500622,1057,,
21500622,1081,,
21500622,1087,1.0,2733.0
21500622,1087,,
21500622,1087,,
21500622,1087,,
21500622,1098,0.0,
21500622,1099,,
21500622,1114,1.0,202691.0
21500622,1114,,
21500622,1114,,
21500622,1135,0.0,
21500622,1136,,
21500622,1136,,
21500622,1136,,
21500622,1148,0.0,
21500622,1149,,
21500622,1162,,
21500622,1168,1.0,
21500622,1191,1.0,
21500622,1202,1.0,
21500622,1216,0.0,
21500622,1218,,
21500622,1223,0.0,
21500622,1224,,
21500622,1228,,
21500622,1228,,
21500622,1228,,
21500622,1228,,
21500622,1228,,
21500622,1228,,
21500622,1228,,
21500622,1228,,
21500622,1228,,
21500622,1243,,
21500622,1243,,
21500622,1243,,
21500622,1262,0.0,
21500622,1262,,
21500622,1264,0.0,
21500622,1265,,
21500622,1272,1.0,2738.0
21500622,1299,,
21500622,1299,,
21500622,1299,,
21500622,1313,,
21500622,1313,,
21500622,1313,,
21500622,1313,,
21500622,1313,,
21500622,1328,,
21500622,1333,,
21500622,1355,0.0,
21500622,1356,,
21500622,1364,,
21500622,1364,,
21500622,1364,,
21500622,1374,,
21500622,1374,,
21500622,1374,,
21500622,1374,,
21500622,1375,,
21500622,1391,0.0,
21500622,1392,,
21500622,1400,1.0,203521.0
21500622,1411,1.0,2738.0
21500622,1419,1.0,
21500622,1425,,
21500622,1425,,
21500622,1425,,
21500622,1438,1.0,
21500622,1440,0.0,
21500622,1440,,
21500622,1440,,
21500622,1440,,
21500622,1448,,
21500622,1463,1.0,201939.0
21500622,1474,0.0,
21500622,1474,,
21500622,1487,1.0,201939.0
21500622,1497,,
21500622,1514,0.0,
21500622,1515,,
21500622,1519,,
21500622,1519,,
21500622,1519,,
21500622,1519,,
21500622,1519,,
21500622,1519,,
21500622,1527,1.0,203110.0
21500622,1548,,
21500622,1563,0.0,
21500622,1563,,
21500622,1567,,
21500622,1573,0.0,
21500622,1575,,
21500622,1578,0.0,
21500622,1578,,
21500622,1592,,
21500622,1604,,
21500622,1620,0.0,
21500622,1620,,
21500622,1627,0.0,
21500622,1629,,
21500622,1635,0.0,
21500622,1636,,
21500622,1648,1.0,201567.0
21500622,1648,,
21500622,1664,1.0,203110.0
21500622,1688,1.0,
21500622,1703,,
21500622,1703,1.0,
21500622,1721,1.0,
21500622,1734,,
21500622,1734,,
21500622,1734,,
21500622,1735,,
21500622,1742,0.0,
21500622,1742,,
21500622,1749,,
21500622,1761,0.0,
21500622,1761,,
21500622,1768,0.0,
21500622,1768,,
21500622,1776,0.0,
21500622,1778,,
21500622,1782,0.0,
21500622,1782,,
21500622,1782,,
21500622,1793,0.0,
21500622,1793,,
21500622,1806,,
21500622,1806,,
21500622,1818,0.0,
21500622,1820,,
21500622,1830,0.0,
21500622,1831,,
21500622,1838,,
21500622,1838,,
21500622,1838,,
21500622,1838,,
21500622,1838,,
21500622,1843,,
21500622,1843,,
21500622,1856,1.0,2738.0
21500622,1877,0.0,
21500622,1877,,
21500622,1880,0.0,
21500622,1884,,
21500622,1887,0.0,
21500622,1888,,
21500622,1895,1.0,
21500622,1911,1.0,203110.0
21500622,1926,1.0,202681.0
21500622,1926,,
21500622,1926,,
21500622,1926,,
21500622,1926,,
21500622,1926,,
21500622,1935,,
21500622,1935,,
21500622,1935,,
21500622,1945,,
21500622,1945,,
21500622,1945,,
21500622,1945,,
21500622,1945,,
21500622,1959,1.0,
21500622,1984,0.0,
21500622,1984,,
21500622,1987,,
21500622,1987,,
21500622,1987,,
21500622,2013,1.0,2544.0
21500622,2029,1.0,203110.0
21500622,2046,0.0,
21500622,2047,,
21500622,2050,0.0,
21500622,2051,,
21500622,2068,0.0,
21500622,2069,,
21500622,2085,1.0,
21500622,2106,1.0,203521.0
21500622,2119,1.0,
21500622,2131,1.0,2544.0
21500622,2149,0.0,
21500622,2149,,
21500622,2155,,
21500622,2155,,
21500622,2160,0.0,
21500622,2160,,
21500622,2160,,
21500622,2160,,
21500622,2172,,
21500622,2178,,
21500622,2178,,
21500622,2178,,
21500622,2191,1.0,203521.0
21500622,2210,1.0,
21500622,2226,,
21500622,2238,1.0,2571.0
21500622,2238,,
21500622,2254,1.0,203099.0
21500622,2271,1.0,2733.0
21500622,2294,,
21500622,2294,,
21500622,2309,,
21500622,2321,,
21500622,2324,,
21500622,2324,,
21500622,2332,0.0,
21500622,2333,,
21500622,2341,0.0,
21500622,2341,,
21500622,2347,,
21500622,2347,,
21500622,2347,,
21500622,2347,,
21500622,2347,,
21500622,2349,,
21500622,2362,1.0,203521.0
21500622,2382,0.0,
21500622,2383,,
21500622,2392,1.0,
21500622,2392,,
21500622,2392,,
21500622,2414,1.0,203546.0
21500622,2434,1.0,2760.0
21500622,2445,1.0,2733.0
21500622,2464,1.0,
21500622,2476,,
21500622,2476,,
21500622,2476,,
21500622,2487,,
21500622,2487,,
21500622,2487,,
21500622,2499,0.0,
21500622,2499,,
21500622,2520,0.0,
21500622,2521,,
21500622,2529,,
21500622,2529,,
21500622,2529,,
21500622,2537,,
21500622,2537,,
21500622,2537,,
21500622,2546,,
21500622,2546,,
21500622,2546,,
21500622,2546,,
21500622,2548,,
21500622,2561,0.0,
21500622,2561,,
21500622,2572,1.0,2760.0
21500622,2590,1.0,201574.0
21500622,2603,0.0,
21500622,2605,,
21500622,2611,1.0,203546.0
21500622,2624,1.0,203521.0
21500622,2646,0.0,
21500622,2646,,
21500622,2649,0.0,
21500622,2649,,
21500622,2661,0.0,
21500622,2661,,
21500622,2668,0.0,
21500622,2669,,
21500622,2678,0.0,
21500622,2680,,
21500622,2690,0.0,
21500622,2690,,
21500622,2696,,
21500622,2696,,
21500622,2696,,
21500622,2696,,
21500622,2711,,
21500622,2711,,
21500622,2711,,
21500622,2711,,
21500622,2720,,
21500622,2726,1.0,201575.0
21500622,2742,1.0,2760.0
21500622,2756,1.0,2571.0
21500622,2780,0.0,
21500622,2781,,
21500622,2792,0.0,
21500622,2792,,
21500622,2803,1.0,2592.0
21500622,2821,0.0,
21500622,2823,,
21500622,2839,,
21500622,2839,,
21500622,2839,,
21500622,2839,,
21500622,2859,0.0,
21500622,2859,,
21500622,2874,0.0,
21500622,2874,,
21500622,2880,,
