HOME_TEAM,AWAY_TEAM,GAME NUMBER,FIRST_INDEX,LAST_INDEX
Thunder,Spurs,562.0,42080.0,42163.0
Nuggets,Wizards,563.0,42164.0,42247.0
Warriors,Suns,564.0,42248.0,42311.0
Nets,Bucks,565.0,42312.0,42378.0
Lakers,Knicks,566.0,42379.0,42430.0
Hornets,Mavericks,567.0,42431.0,42478.0
Nuggets,Heat,568.0,42479.0,42542.0
Bulls,Raptors,569.0,42543.0,42636.0
Cavaliers,Jazz,570.0,42637.0,42705.0
Timberwolves,Suns,571.0,42706.0,42791.0
Celtics,Pacers,572.0,42792.0,42887.0
Cavaliers,Mavericks,573.0,42888.0,42956.0
Hawks,Pistons,574.0,42957.0,43075.0
Pacers,Raptors,575.0,43076.0,43130.0
76ers,Wizards,576.0,43131.0,43233.0
Hornets,Heat,577.0,43234.0,43319.0
Nets,Bulls,578.0,43320.0,43382.0
Grizzlies,Bucks,579.0,43383.0,43472.0
Cavaliers,Magic,580.0,43473.0,43542.0
Pistons,Kings,581.0,43543.0,43611.0
Rockets,Timberwolves,582.0,43612.0,43669.0
Pelicans,Trail Blazers,583.0,43670.0,43747.0
Mavericks,Warriors,584.0,43748.0,43812.0
Hawks,Rockets,585.0,43813.0,43872.0
Pacers,Thunder,586.0,43873.0,43953.0
Knicks,Wizards,587.0,43954.0,44010.0
Clippers,Grizzlies,588.0,44011.0,44100.0
Warriors,Spurs,589.0,44101.0,44167.0
Mavericks,Trail Blazers,590.0,44168.0,44237.0
Magic,Raptors,591.0,44238.0,44326.0
Celtics,76ers,592.0,44327.0,44391.0
Clippers,Pelicans,593.0,44392.0,44493.0
Knicks,Kings,594.0,44494.0,44548.0
Hornets,Spurs,595.0,44549.0,44622.0
Celtics,Magic,596.0,44623.0,44679.0
Pistons,Bucks,597.0,44680.0,44744.0
Hawks,Wizards,598.0,44745.0,44811.0
Bulls,Kings,599.0,44812.0,44878.0
Warriors,Timberwolves,600.0,44879.0,44956.0
Grizzlies,Suns,601.0,44957.0,45032.0
Nets,Hornets,602.0,45033.0,45097.0
Heat,Pelicans,603.0,45098.0,45163.0
Rockets,Thunder,604.0,45164.0,45254.0
Lakers,Grizzlies,605.0,45255.0,45311.0
Celtics,Raptors,606.0,45312.0,45366.0
Cavaliers,Bucks,607.0,45367.0,45422.0
Rockets,Jazz,608.0,45423.0,45482.0
Timberwolves,Kings,609.0,45483.0,45552.0
Nuggets,76ers,610.0,45553.0,45643.0
Lakers,Suns,611.0,45644.0,45714.0
Pacers,Pelicans,612.0,45715.0,45774.0
Nets,Cavaliers,613.0,45775.0,45837.0
Clippers,Trail Blazers,614.0,45838.0,45930.0
Timberwolves,Wizards,615.0,45931.0,45993.0
Hawks,Bucks,616.0,45994.0,46075.0
Rockets,Raptors,617.0,46076.0,46192.0
Grizzlies,Spurs,618.0,46193.0,46264.0
Nets,Pacers,619.0,46265.0,46342.0
Celtics,Suns,620.0,46343.0,46423.0
Rockets,Pacers,621.0,46424.0,46498.0
Hawks,Bulls,622.0,46499.0,46580.0
Timberwolves,Suns,623.0,46581.0,46657.0
Pelicans,Knicks,624.0,46658.0,46763.0
Mavericks,Nuggets,625.0,46764.0,46832.0
Bulls,Pacers,626.0,46833.0,46895.0
Pistons,Thunder,627.0,46896.0,46976.0
Cavaliers,Rockets,628.0,46977.0,47064.0
Bucks,Suns,629.0,47065.0,47142.0
Mavericks,Knicks,630.0,47143.0,47213.0
Warriors,Jazz,631.0,47214.0,47301.0
Lakers,Heat,632.0,47302.0,47362.0
Bulls,Rockets,633.0,47363.0,47452.0
Nuggets,Pelicans,634.0,47453.0,47522.0
Clippers,Thunder,635.0,47523.0,47585.0
Celtics,Trail Blazers,636.0,47586.0,47675.0
Hornets,76ers,637.0,47676.0,47741.0
Mavericks,Pistons,638.0,47742.0,47802.0
Hawks,Cavaliers,639.0,47803.0,47872.0
Grizzlies,Raptors,640.0,47873.0,47958.0
Bucks,Magic,641.0,47959.0,48030.0
Heat,Kings,642.0,48031.0,48109.0
Celtics,Warriors,643.0,48110.0,48186.0
Suns,Wizards,644.0,48187.0,48267.0
Pacers,76ers,645.0,48268.0,48338.0
Bulls,Pistons,646.0,48339.0,48426.0
Spurs,Raptors,647.0,48427.0,48496.0
Nuggets,Kings,648.0,48497.0,48567.0
Hornets,Cavaliers,649.0,48568.0,48620.0
Rockets,Thunder,650.0,48621.0,48699.0
Clippers,Wizards,651.0,48700.0,48791.0
Bulls,Bucks,652.0,48792.0,48849.0
Pacers,Knicks,653.0,48850.0,48929.0
Celtics,Lakers,654.0,48930.0,49007.0
Hawks,Suns,655.0,49008.0,49072.0
Spurs,Jazz,656.0,49073.0,49127.0
Trail Blazers,Kings,657.0,49128.0,49202.0
Warriors,Timberwolves,658.0,49203.0,49251.0
Pistons,Magic,659.0,49252.0,49327.0
Celtics,Pelicans,660.0,49328.0,49412.0
Mavericks,Rockets,661.0,49413.0,49504.0
Hawks,Raptors,662.0,49505.0,49581.0
Bulls,Heat,663.0,49582.0,49660.0
Rockets,Suns,664.0,49661.0,49745.0
Heat,Magic,665.0,49746.0,49824.0
Pistons,Wizards,666.0,49825.0,49889.0
Nuggets,Spurs,667.0,49890.0,49956.0
Clippers,Jazz,668.0,49957.0,50017.0
Hawks,Celtics,669.0,50018.0,50096.0
Warriors,Grizzlies,670.0,50097.0,50175.0
Timberwolves,Trail Blazers,671.0,50176.0,50258.0
Thunder,Kings,672.0,50259.0,50348.0
Hornets,Wizards,673.0,50349.0,50411.0
Rockets,Lakers,674.0,50412.0,50482.0
Mavericks,Clippers,675.0,50483.0,50552.0
Bucks,76ers,676.0,50553.0,50622.0
Warriors,Spurs,677.0,50623.0,50683.0
Knicks,Raptors,678.0,50684.0,50775.0
Bucks,Magic,679.0,50776.0,50847.0
Bulls,Pelicans,680.0,50848.0,50911.0
Pistons,Heat,681.0,50912.0,50973.0
Thunder,Spurs,682.0,50974.0,51043.0
Celtics,Heat,683.0,51044.0,51116.0
Nets,Raptors,684.0,51117.0,51180.0
Hornets,Magic,685.0,51181.0,51245.0
Cavaliers,Pistons,686.0,51246.0,51310.0
Hawks,Wizards,687.0,51311.0,51376.0
Mavericks,Spurs,688.0,51377.0,51473.0
