PLAYER_NAME,PLAYER1_ID,FIRST_NAME,LAST_NAME,TS,EFG
Ryan Hollins,200797,Ryan,Hollins,0.6578947368421052,0.6190476190476191
Ryan Kelly,203527,Ryan,Kelly,0.44117647058823534,0.37804878048780494
Salah Mejri,1626257,Salah,Mejri,0.6344307270233197,0.6086956521739131
Sasha Kaun,201619,Sasha,Kaun,0.5136986301369864,0.5714285714285715
Sasha Vujacic,2756,Sasha,Vujacic,0.5142737195633921,0.47777777777777775
Sean Kilpatrick,203930,Sean,Kilpatrick,0.57405875051717,0.5344827586206897
Serge Ibaka,201586,Serge,Ibaka,0.5337173839376482,0.5135135135135136
Sergey Karasev,203508,Sergey,Karasev,0.5434782608695653,0.5000000000000001
Seth Curry,203552,Seth,Curry,0.6041222459132907,0.5588235294117647
Shabazz Muhammad,203498,Shabazz,Muhammad,0.5457380457380456,0.5
Shabazz Napier,203894,Shabazz,Napier,0.45656465942744323,0.4054054054054054
Shane Larkin,203499,Shane,Larkin,0.5202394526795895,0.47656249999999994
Shaun Livingston,2733,Shaun,Livingston,0.5803242446573322,0.5306122448979592
Shayne Whittington,203963,Shayne,Whittington,0.4618937644341801,0.43749999999999994
Shelvin Mack,202714,Shelvin,Mack,0.5042213883677298,0.4875
Solomon Hill,203524,Solomon,Hill,0.5514705882352942,0.5142857142857143
Sonny Weems,201603,Sonny,Weems,0.45754026354319177,0.44230769230769224
Spencer Dinwiddie,203915,Spencer,Dinwiddie,0.418702023726448,0.3666666666666667
Spencer Hawes,201150,Spencer,Hawes,0.5098572399728076,0.47222222222222227
Stanley Johnson,1626169,Stanley,Johnson,0.4593920145190563,0.43292682926829273
Stephen Curry,201939,Stephen,Curry,0.6705578328283729,0.6311881188118812
Steve Blake,2581,Steve,Blake,0.5198487712665407,0.5000000000000001
Steve Novak,200779,Steve,Novak,0.6507592190889371,0.6388888888888888
Steven Adams,203500,Steven,Adams,0.625,0.6226415094339622
TJ Warren,203933,TJ,Warren,0.5491214057507987,0.5319148936170213
Taj Gibson,201959,Taj,Gibson,0.5598958333333334,0.5294117647058824
Tarik Black,204028,Tarik,Black,0.5266418835192069,0.5555555555555555
Tayshaun Prince,2419,Tayshaun,Prince,0.4695595854922279,0.45
Terrence Jones,203093,Terrence,Jones,0.523339749759384,0.4863013698630137
Terrence Ross,203082,Terrence,Ross,0.5529490616621984,0.5348837209302326
Terry Rozier,1626179,Terry,Rozier,0.3177966101694915,0.2962962962962963
Thabo Sefolosha,200757,Thabo,Sefolosha,0.5847953216374269,0.5714285714285714
Thaddeus Young,201152,Thaddeus,Young,0.5328910220214568,0.5189393939393939
Thomas Robinson,203080,Thomas,Robinson,0.45168067226890757,0.4390243902439025
Tiago Splitter,201168,Tiago,Splitter,0.5747126436781609,0.5348837209302325
Tim Duncan,1495,Tim,Duncan,0.5292959133431806,0.4861111111111111
Tim Frazier,204025,Tim,Frazier,0.49418604651162784,0.4555555555555555
Timofey Mozgov,202389,Timofey,Mozgov,0.5974962063732928,0.574468085106383
Tobias Harris,202699,Tobias,Harris,0.5607262740311261,0.5170940170940171
Toney Douglas,201962,Toney,Douglas,0.5434782608695652,0.5
Tony Allen,2754,Tony,Allen,0.5079825834542816,0.4794520547945206
Tony Parker,2225,Tony,Parker,0.5430814165753926,0.5151515151515151
Tony Snell,203503,Tony,Snell,0.48007246376811596,0.4622641509433963
Trevor Ariza,2772,Trevor,Ariza,0.5531358885017421,0.5235849056603774
Trevor Booker,202344,Trevor,Booker,0.5391081871345029,0.5102040816326531
Trey Burke,203504,Trey,Burke,0.5061115355233001,0.4848484848484848
Trey Lyles,1626168,Trey,Lyles,0.5134680134680134,0.49090909090909085
Tristan Thompson,202684,Tristan,Thompson,0.6074766355140186,0.5882352941176471
Troy Daniels,203584,Troy,Daniels,0.6381039197812215,0.6511627906976744
Ty Lawson,201951,Ty,Lawson,0.4772270596115204,0.4351851851851852
Tyler Ennis,203898,Tyler,Ennis,0.5104355716878404,0.475609756097561
Tyler Hansbrough,201946,Tyler,Hansbrough,0.5309734513274336,0.43749999999999994
Tyler Johnson,204020,Tyler,Johnson,0.5729715489989462,0.5441176470588235
Tyler Zeller,203092,Tyler,Zeller,0.5454220314735336,0.47916666666666663
Tyreke Evans,201936,Tyreke,Evans,0.5341579983131852,0.48015873015873023
Tyson Chandler,2199,Tyson,Chandler,0.6056527590847914,0.5833333333333334
Tyus Jones,1626145,Tyus,Jones,0.448334756618275,0.4047619047619047
Udonis Haslem,2617,Udonis,Haslem,0.45045045045045046,0.37499999999999994
Victor Oladipo,203506,Victor,Oladipo,0.5334755934915978,0.48888888888888893
Vince Carter,1713,Vince,Carter,0.5224825839138695,0.4736842105263158
Wayne Ellington,201961,Wayne,Ellington,0.4966460268317853,0.47972972972972966
Wesley Johnson,202325,Wesley,Johnson,0.5177070828331333,0.5078125
Wesley Matthews,202083,Wesley,Matthews,0.5325494205862303,0.4954128440366973
Will Barton,203115,Will,Barton,0.5352363960749331,0.4916666666666667
Willie Cauley-Stein,1626161,Willie,Cauley-Stein,0.589622641509434,0.5686274509803921
Willie Reed,203186,Willie,Reed,0.5851593625498008,0.5588235294117647
Xavier Munford,204098,Xavier,Munford,0.4797979797979798,0.47272727272727266
Zach LaVine,203897,Zach,LaVine,0.546875,0.5170940170940171
Zach Randolph,2216,Zach,Randolph,0.5201251019853141,0.47744360902255634
Zaza Pachulia,2585,Zaza,Pachulia,0.5524152106885919,0.46774193548387094
