Game,Player Name,Number Shots,Average Shots
325.0,Lou Williams,10.0,3.4
325.0,Russell Westbrook,4.0,2.25
326.0,Chris Paul,3.0,2.0
326.0,Kemba Walker,4.0,2.2
327.0,Goran Dragic,4.0,3.4
327.0,Gordon Hayward,4.0,2.75
328.0,Raymond Felton,3.0,2.2
328.0,Andrew Wiggins,6.0,3.0
329.0,Wesley Johnson,3.0,2.0
329.0,Jrue Holiday,5.0,3.25
330.0,Ish Smith,4.0,2.3333333333333335
330.0,LeBron James,6.0,3.25
331.0,Isaiah Thomas,4.0,1.8333333333333333
331.0,Marc Gasol,4.0,2.2
332.0,Kemba Walker,4.0,2.3333333333333335
332.0,Danilo Gallinari,4.0,2.0
333.0,Russell Westbrook,3.0,2.25
333.0,Damian Lillard,7.0,2.8
334.0,Dwyane Wade,8.0,3.4
334.0,Stephen Curry,5.0,2.75
335.0,Myles Turner,2.0,1.5714285714285714
335.0,TJ Warren,3.0,1.7142857142857142
336.0,Reggie Jackson,4.0,2.3333333333333335
336.0,Tony Parker,4.0,2.0
337.0,Jared Sullinger,3.0,2.0
337.0,Derrick Williams,3.0,2.0
338.0,Tony Allen,4.0,2.2
338.0,Patrick Beverley,3.0,2.0
339.0,Jabari Parker,3.0,2.6
339.0,Jimmy Butler,5.0,2.0
340.0,Kevin Durant,8.0,4.0
340.0,Zach LaVine,4.0,1.6666666666666667
341.0,LeBron James,3.0,2.5
341.0,Wesley Matthews,3.0,1.8
342.0,Lou Williams,6.0,3.25
342.0,Jrue Holiday,6.0,2.4
343.0,Jabari Parker,5.0,3.5
343.0,John Wall,3.0,1.6
344.0,Arron Afflalo,7.0,3.4
344.0,Joe Johnson,4.0,2.4
345.0,Jae Crowder,3.0,2.2
345.0,Paul George,4.0,3.0
346.0,James Harden,6.0,3.3333333333333335
346.0,Kevin Martin,4.0,2.6666666666666665
347.0,Ish Smith,8.0,3.6666666666666665
347.0,Jimmy Butler,6.0,3.3333333333333335
348.0,Victor Oladipo,3.0,2.6
348.0,Kyle Lowry,3.0,2.3333333333333335
349.0,Marc Gasol,5.0,3.0
349.0,Stanley Johnson,3.0,1.8
350.0,Tristan Thompson,5.0,3.2
350.0,Tim Duncan,3.0,1.6666666666666667
351.0,Trey Burke,3.0,2.0
351.0,Rudy Gay,7.0,4.666666666666667
352.0,Brook Lopez,3.0,1.625
352.0,Damian Lillard,4.0,2.3333333333333335
353.0,Derrick Rose,4.0,2.4
353.0,Deron Williams,4.0,2.75
354.0,Nicolas Batum,5.0,3.0
354.0,Jrue Holiday,2.0,2.0
355.0,Khris Middleton,5.0,2.25
355.0,Jeff Teague,5.0,3.5
356.0,Tyler Johnson,4.0,3.0
356.0,Jameer Nelson,4.0,2.1666666666666665
357.0,Avery Bradley,4.0,2.5
357.0,John Wall,5.0,2.3333333333333335
358.0,Marc Gasol,5.0,2.1666666666666665
358.0,Langston Galloway,3.0,1.375
359.0,Cole Aldrich,4.0,2.6
359.0,Rajon Rondo,3.0,1.8333333333333333
360.0,Will Barton,6.0,2.0
360.0,Paul George,5.0,3.3333333333333335
361.0,Nerlens Noel,4.0,2.2
361.0,Carmelo Anthony,5.0,2.6
362.0,Kemba Walker,5.0,1.8333333333333333
362.0,Trevor Booker,3.0,2.2
363.0,Matt Barnes,2.0,1.5
363.0,Jrue Holiday,3.0,1.8
364.0,Pau Gasol,3.0,1.8333333333333333
364.0,Reggie Jackson,5.0,3.5
365.0,Thaddeus Young,3.0,1.4285714285714286
365.0,DeMar DeRozan,6.0,2.0
366.0,Jae Crowder,3.0,2.0
366.0,Dirk Nowitzki,6.0,2.6
367.0,Chris Paul,6.0,2.75
367.0,Marcus Thornton,5.0,3.25
368.0,Anthony Davis,6.0,2.4
368.0,Andrew Wiggins,5.0,3.25
369.0,Emmanuel Mudiay,3.0,2.0
369.0,Kevin Durant,4.0,2.4
370.0,Ish Smith,3.0,2.25
370.0,Tobias Harris,4.0,2.4
371.0,Rodney Hood,6.0,2.1666666666666665
371.0,Langston Galloway,4.0,2.0
372.0,Isaiah Thomas,6.0,3.0
372.0,DeMar DeRozan,4.0,2.75
373.0,Wesley Matthews,6.0,3.6666666666666665
373.0,Shabazz Muhammad,3.0,2.0
374.0,Al Horford,6.0,2.6
374.0,Damian Lillard,6.0,2.8333333333333335
375.0,Kevin Love,3.0,2.0
375.0,Lance Stephenson,3.0,1.5
376.0,Mike Conley,2.0,1.5
376.0,Will Barton,4.0,2.75
377.0,Kent Bazemore,3.0,2.1666666666666665
377.0,Rajon Rondo,4.0,2.5
378.0,Derrick Rose,3.0,1.8333333333333333
378.0,Jared Sullinger,4.0,2.2
379.0,Khris Middleton,4.0,2.1666666666666665
379.0,Terrence Jones,4.0,2.75
380.0,Paul George,2.0,1.5
380.0,Stephen Curry,5.0,2.142857142857143
381.0,Jeff Green,4.0,2.3333333333333335
381.0,Shabazz Muhammad,2.0,1.6
382.0,Kent Bazemore,5.0,2.2
382.0,Archie Goodwin,5.0,2.8
383.0,Danilo Gallinari,3.0,1.75
383.0,Reggie Jackson,6.0,2.6
384.0,DeMarcus Cousins,4.0,2.25
384.0,Paul George,5.0,2.4
385.0,Thaddeus Young,3.0,2.0
385.0,Russell Westbrook,5.0,3.2
386.0,Tristan Thompson,3.0,2.3333333333333335
386.0,Zach LaVine,5.0,3.25
387.0,Aaron Brooks,4.0,2.2
387.0,Chris Bosh,5.0,2.0
388.0,Marc Gasol,4.0,1.7142857142857142
388.0,Nikola Vucevic,5.0,2.25
389.0,Jrue Holiday,6.0,4.0
389.0,James Harden,5.0,2.5
390.0,Gordon Hayward,4.0,2.1666666666666665
390.0,Reggie Jackson,6.0,2.5
391.0,Kemba Walker,4.0,2.25
391.0,Rudy Gay,4.0,2.1666666666666665
392.0,Chris Paul,5.0,2.0
392.0,Paul George,5.0,2.2
393.0,Ish Smith,4.0,2.0
393.0,Archie Goodwin,5.0,2.4285714285714284
394.0,Dwyane Wade,7.0,2.5
394.0,Wayne Ellington,3.0,1.8
395.0,Langston Galloway,5.0,3.0
395.0,Kevin Durant,7.0,3.3333333333333335
396.0,Khris Middleton,3.0,2.5
396.0,Evan Fournier,4.0,2.2
397.0,Lou Williams,3.0,2.5
397.0,Dirk Nowitzki,4.0,2.5
398.0,Ish Smith,5.0,2.0
398.0,Reggie Jackson,5.0,2.1666666666666665
399.0,Chris Paul,3.0,1.8
399.0,Paul Millsap,4.0,2.2
400.0,Kevin Durant,4.0,1.8
400.0,Zach LaVine,6.0,3.25
401.0,Mike Scott,2.0,1.6
401.0,Monta Ellis,3.0,1.5714285714285714
402.0,Will Barton,2.0,1.75
402.0,Garrett Temple,4.0,2.3333333333333335
403.0,Sasha Vujacic,5.0,2.8
403.0,Kyle Lowry,5.0,2.25
404.0,Patrick Beverley,4.0,2.3333333333333335
404.0,Enes Kanter,5.0,2.6
405.0,Khris Middleton,2.0,1.6
405.0,Luol Deng,2.0,1.6
406.0,Chris Paul,4.0,2.2
406.0,Julius Randle,4.0,1.8333333333333333
407.0,Kenneth Faried,3.0,1.7142857142857142
407.0,Monta Ellis,3.0,2.25
408.0,Thaddeus Young,4.0,2.5
408.0,Jrue Holiday,7.0,3.0
409.0,James Harden,5.0,2.6
409.0,John Wall,5.0,2.1666666666666665
410.0,Mike Conley,4.0,2.0
410.0,Darren Collison,5.0,2.5
411.0,Avery Bradley,6.0,3.0
411.0,Nikola Vucevic,3.0,2.0
412.0,Dwight Powell,2.0,1.3333333333333333
412.0,Archie Goodwin,3.0,1.6
413.0,Zach LaVine,5.0,2.3333333333333335
413.0,Meyers Leonard,4.0,2.0
414.0,LeBron James,4.0,3.0
414.0,Monta Ellis,4.0,2.2
415.0,Thaddeus Young,3.0,1.8333333333333333
415.0,Reggie Jackson,6.0,3.0
416.0,Vince Carter,4.0,2.5
416.0,Norris Cole,2.0,1.75
417.0,Derrick Rose,4.0,2.0
417.0,Gordon Hayward,6.0,2.75
418.0,Khris Middleton,7.0,3.2
418.0,Marco Belinelli,3.0,1.6
419.0,Evan Turner,5.0,2.8
419.0,Kristaps Porzingis,3.0,2.2
420.0,Greg Monroe,4.0,2.0
420.0,Gerald Henderson,4.0,1.4285714285714286
421.0,Kobe Bryant,7.0,2.5
421.0,Zach LaVine,6.0,2.4
422.0,LeBron James,4.0,3.0
422.0,Jeremy Lin,3.0,1.3333333333333333
423.0,Stephen Curry,4.0,2.2
423.0,John Wall,5.0,1.8333333333333333
424.0,Victor Oladipo,3.0,2.0
424.0,Kevin Durant,6.0,2.6
425.0,Justise Winslow,3.0,2.5
425.0,Dirk Nowitzki,5.0,3.3333333333333335
426.0,Jrue Holiday,6.0,2.4
426.0,Kawhi Leonard,4.0,2.25
427.0,Raul Neto,3.0,1.8333333333333333
427.0,Nikola Jokic,2.0,1.3333333333333333
428.0,Derrick Rose,3.0,1.6666666666666667
428.0,DeMarcus Cousins,8.0,4.0
429.0,Wesley Johnson,2.0,1.6666666666666667
429.0,Andrew Wiggins,5.0,4.333333333333333
430.0,Robin Lopez,4.0,2.6666666666666665
430.0,Reggie Jackson,4.0,2.0
431.0,Kobe Bryant,8.0,3.25
431.0,Ryan Anderson,4.0,2.2
432.0,James Harden,7.0,2.8333333333333335
432.0,Archie Goodwin,2.0,1.2
433.0,Al Horford,5.0,2.0
433.0,Paul George,6.0,3.4
434.0,Dwyane Wade,5.0,2.142857142857143
434.0,Marvin Williams,4.0,2.4
435.0,LeBron James,6.0,2.1666666666666665
435.0,Evan Turner,6.0,2.5
436.0,Marc Gasol,3.0,2.0
436.0,Arron Afflalo,5.0,2.4
437.0,Derrick Rose,6.0,1.8571428571428572
437.0,Emmanuel Mudiay,5.0,2.2
438.0,Michael Carter-Williams,3.0,2.5
438.0,Gordon Hayward,4.0,2.0
439.0,Kemba Walker,6.0,2.2
439.0,Bradley Beal,7.0,3.0
440.0,Paul George,4.0,2.3333333333333335
440.0,Reggie Jackson,5.0,3.25
441.0,Kyrie Irving,4.0,2.25
441.0,Anthony Davis,3.0,2.2
442.0,TJ McConnell,3.0,1.6666666666666667
442.0,Joe Johnson,3.0,2.0
443.0,Zach Randolph,3.0,1.8
443.0,Raymond Felton,4.0,3.0
444.0,Pau Gasol,4.0,2.4
444.0,Andrew Wiggins,6.0,2.75
445.0,Kobe Bryant,6.0,2.6
445.0,Tony Parker,4.0,2.5
446.0,Russell Westbrook,5.0,3.6666666666666665
446.0,Stephen Curry,7.0,2.75
447.0,Carmelo Anthony,6.0,2.4
447.0,Emmanuel Mudiay,6.0,2.75
448.0,Paul Millsap,4.0,2.2857142857142856
448.0,Elfrid Payton,3.0,1.6
449.0,Chris Paul,5.0,3.3333333333333335
449.0,Goran Dragic,4.0,2.5
450.0,Isaiah Thomas,3.0,1.8333333333333333
450.0,DeMarcus Cousins,8.0,2.8333333333333335
451.0,Kobe Bryant,11.0,3.6
451.0,Myles Turner,3.0,2.0
452.0,Ish Smith,7.0,2.4
452.0,JJ Redick,3.0,2.0
453.0,Joe Johnson,4.0,1.6666666666666667
453.0,Danilo Gallinari,5.0,2.4
454.0,Paul Millsap,4.0,2.4
454.0,Mario Hezonja,5.0,2.4
455.0,Jeff Green,4.0,2.0
455.0,CJ McCollum,6.0,3.2
456.0,PJ Tucker,3.0,2.75
456.0,Russell Westbrook,2.0,1.6666666666666667
457.0,Carmelo Anthony,6.0,4.0
457.0,John Wall,8.0,3.6666666666666665
458.0,Gordon Hayward,5.0,2.6
458.0,Deron Williams,6.0,2.6
459.0,Evan Fournier,5.0,3.0
459.0,Kawhi Leonard,5.0,3.0
460.0,Robert Covington,3.0,2.2
460.0,DeMarcus Cousins,4.0,2.5
461.0,Isaiah Thomas,6.0,2.5
461.0,Jamal Crawford,5.0,2.2
462.0,Will Barton,4.0,2.5
462.0,Stanley Johnson,4.0,2.4
463.0,Cory Joseph,4.0,2.2
463.0,Andrew Wiggins,3.0,1.75
464.0,Rodney Hood,5.0,2.25
464.0,Jrue Holiday,4.0,1.8333333333333333
465.0,James Harden,4.0,2.8
465.0,Damian Lillard,6.0,2.2
466.0,Giannis Antetokounmpo,3.0,2.2
466.0,Bradley Beal,6.0,2.3333333333333335
467.0,Jamal Crawford,4.0,2.4
467.0,Rasual Butler,3.0,1.375
468.0,Evan Fournier,5.0,2.6
468.0,Raymond Felton,2.0,1.3333333333333333
469.0,Paul Millsap,7.0,2.6666666666666665
469.0,Luol Deng,4.0,3.0
470.0,Matt Barnes,3.0,1.8333333333333333
470.0,Karl-Anthony Towns,4.0,2.5
471.0,Robert Covington,3.0,2.0
471.0,Ryan Anderson,3.0,1.8
472.0,Ian Mahinmi,5.0,3.5
472.0,Russell Westbrook,4.0,2.2
473.0,Khris Middleton,7.0,3.6666666666666665
473.0,Marvin Williams,3.0,1.8333333333333333
474.0,DeMarcus Cousins,5.0,3.0
474.0,Joffrey Lauvergne,3.0,2.0
475.0,Kobe Bryant,7.0,3.5
475.0,Tony Parker,3.0,1.8333333333333333
476.0,Khris Middleton,2.0,1.3333333333333333
476.0,Paul Millsap,4.0,1.6666666666666667
477.0,Anthony Davis,5.0,3.5
477.0,Reggie Jackson,6.0,3.6
478.0,Patty Mills,3.0,2.0
478.0,Ronnie Price,3.0,2.0
479.0,Kemba Walker,4.0,1.8
479.0,Wayne Ellington,2.0,1.8333333333333333
480.0,Victor Oladipo,3.0,2.0
480.0,Monta Ellis,5.0,3.5
481.0,Lance Stephenson,4.0,2.2
481.0,DeMar DeRozan,3.0,2.0
482.0,Derrick Rose,4.0,2.0
482.0,D'Angelo Russell,4.0,2.0
483.0,Derrick Favors,6.0,2.6666666666666665
483.0,CJ McCollum,4.0,2.2
484.0,Dwyane Wade,6.0,3.0
484.0,Paul George,5.0,2.8
485.0,Tim Hardaway Jr.,2.0,1.5714285714285714
485.0,Stephen Curry,5.0,2.5
486.0,Isaiah Thomas,6.0,3.4
486.0,Shabazz Muhammad,2.0,1.6666666666666667
487.0,Ish Smith,4.0,2.6
487.0,Victor Oladipo,3.0,2.25
488.0,DeMarcus Cousins,5.0,2.25
488.0,D.J. Augustin,4.0,1.6666666666666667
489.0,Shelvin Mack,3.0,1.8
489.0,James Harden,4.0,1.8
490.0,Joe Johnson,4.0,2.2
490.0,Damian Lillard,6.0,4.5
491.0,Carmelo Anthony,6.0,2.6
491.0,Paul George,5.0,2.5
492.0,Luol Deng,3.0,2.0
492.0,Klay Thompson,7.0,3.25
493.0,DeMar DeRozan,7.0,3.25
493.0,Andrew Wiggins,4.0,2.4
494.0,E'Twaun Moore,5.0,3.0
494.0,Bradley Beal,4.0,1.8571428571428572
495.0,Jeff Green,4.0,2.8
495.0,Nikola Jokic,2.0,1.5
496.0,Khris Middleton,5.0,2.3333333333333335
496.0,Isaiah Thomas,4.0,1.75
497.0,Ryan Anderson,4.0,2.8
497.0,Russell Westbrook,8.0,3.5
498.0,Jason Terry,2.0,2.0
498.0,Damian Lillard,9.0,3.0
499.0,Kemba Walker,8.0,3.25
499.0,Paul George,6.0,3.25
500.0,Ish Smith,5.0,2.5
500.0,John Wall,3.0,1.5
501.0,LeBron James,3.0,2.0
501.0,Terrence Ross,4.0,3.0
502.0,Jared Sullinger,4.0,3.2
502.0,Luol Deng,3.0,1.2857142857142858
503.0,Jrue Holiday,3.0,1.8
503.0,Zach LaVine,6.0,3.25
504.0,Pau Gasol,5.0,2.6666666666666665
504.0,Damian Lillard,6.0,2.6666666666666665
505.0,Russell Westbrook,7.0,3.75
505.0,Klay Thompson,5.0,3.3333333333333335
506.0,Zach Randolph,3.0,2.2
506.0,Archie Goodwin,5.0,2.3333333333333335
507.0,Al Horford,6.0,2.4
507.0,Kemba Walker,2.0,1.6666666666666667
508.0,LeBron James,3.0,2.1666666666666665
508.0,Paul George,4.0,2.4
509.0,Nik Stauskas,4.0,2.3333333333333335
509.0,Marcin Gortat,4.0,2.2
510.0,Jared Sullinger,3.0,1.8
510.0,Rodney Hood,4.0,2.2
511.0,Jabari Parker,5.0,2.75
511.0,James Harden,5.0,2.6
512.0,Zach Randolph,5.0,2.0
512.0,Gary Harris,3.0,2.0
513.0,Jamal Crawford,3.0,2.0
513.0,Brook Lopez,3.0,2.0
514.0,Aaron Brooks,4.0,2.0
514.0,Hassan Whiteside,5.0,3.0
515.0,Al Horford,4.0,1.8333333333333333
515.0,Klay Thompson,5.0,2.1666666666666665
516.0,D'Angelo Russell,5.0,1.8333333333333333
516.0,Donald Sloan,4.0,2.3333333333333335
517.0,Trey Burke,5.0,1.8571428571428572
517.0,Kyle Lowry,5.0,2.2
518.0,Norris Cole,3.0,2.6
518.0,James Harden,3.0,2.0
519.0,Zach Randolph,3.0,2.0
519.0,DeMarcus Cousins,4.0,2.2
520.0,Khris Middleton,6.0,3.25
520.0,Monta Ellis,3.0,1.6666666666666667
521.0,D'Angelo Russell,4.0,2.4
521.0,Emmanuel Mudiay,7.0,3.3333333333333335
522.0,Jrue Holiday,4.0,2.75
522.0,LaMarcus Aldridge,5.0,3.25
523.0,Russell Westbrook,7.0,2.4
523.0,Stephen Curry,4.0,2.5
524.0,Nicolas Batum,3.0,2.4
524.0,Paul George,3.0,2.6666666666666665
525.0,Jae Crowder,3.0,2.0
525.0,Carmelo Anthony,6.0,2.6
526.0,DeMar DeRozan,5.0,3.0
526.0,Damian Lillard,13.0,3.6
527.0,Mike Conley,5.0,2.1666666666666665
527.0,Trey Burke,2.0,1.375
528.0,Thaddeus Young,5.0,2.1666666666666665
528.0,Gary Harris,3.0,2.0
529.0,LeBron James,4.0,2.2
529.0,Avery Bradley,2.0,1.1666666666666667
530.0,Paul George,6.0,2.5
530.0,John Wall,7.0,3.0
531.0,DeAndre Jordan,3.0,1.5714285714285714
531.0,Jeff Teague,4.0,2.1666666666666665
532.0,Jabari Parker,3.0,1.8
532.0,Steven Adams,3.0,1.6
533.0,Lance Stephenson,2.0,1.3333333333333333
533.0,Tyson Chandler,2.0,2.0
534.0,Deron Williams,5.0,1.7142857142857142
534.0,Emmanuel Mudiay,4.0,2.6
535.0,Jerami Grant,3.0,2.1666666666666665
535.0,Hassan Whiteside,3.0,2.5
536.0,Kyle Lowry,3.0,2.0
536.0,Corey Brewer,3.0,1.6666666666666667
537.0,Kyrie Irving,7.0,3.25
537.0,Mario Chalmers,3.0,2.0
538.0,Monta Ellis,5.0,2.4
538.0,Kawhi Leonard,5.0,2.0
539.0,Greg Monroe,5.0,2.6
539.0,Pau Gasol,2.0,1.6
540.0,DeMarcus Cousins,5.0,3.0
540.0,Anthony Davis,5.0,3.5
541.0,Brandon Jennings,3.0,2.0
541.0,Stephen Curry,7.0,4.333333333333333
542.0,Langston Galloway,2.0,1.4285714285714286
542.0,D.J. Augustin,3.0,1.8571428571428572
543.0,Jeff Teague,6.0,3.0
543.0,Gordon Hayward,6.0,2.6
544.0,CJ McCollum,3.0,1.8
544.0,John Wall,5.0,3.2
545.0,Kemba Walker,5.0,2.75
545.0,Toney Douglas,3.0,2.25
546.0,Nerlens Noel,4.0,2.6666666666666665
546.0,Dwight Howard,4.0,2.6
547.0,Khris Middleton,3.0,1.8333333333333333
547.0,Dwyane Wade,5.0,3.5
548.0,Dirk Nowitzki,4.0,2.0
548.0,Reggie Jackson,3.0,2.0
549.0,LeBron James,4.0,3.2
549.0,DeMarcus Cousins,4.0,2.75
550.0,Kent Bazemore,3.0,2.0
550.0,Patrick Patterson,3.0,1.8
551.0,Taj Gibson,3.0,2.4
551.0,LaMarcus Aldridge,4.0,1.4285714285714286
552.0,Emmanuel Mudiay,4.0,2.2
552.0,Jon Leuer,4.0,1.8333333333333333
553.0,Ish Smith,3.0,2.25
553.0,Wayne Ellington,4.0,2.5
554.0,Jared Sullinger,6.0,3.75
554.0,James Harden,6.0,2.2
555.0,Matt Barnes,3.0,2.0
555.0,Jrue Holiday,4.0,2.2
556.0,Kevin Durant,8.0,2.4285714285714284
556.0,Karl-Anthony Towns,3.0,2.2
557.0,Wesley Johnson,5.0,2.6
557.0,Kristaps Porzingis,7.0,3.5
558.0,Wesley Matthews,4.0,2.4
558.0,George Hill,3.0,2.2
559.0,Nik Stauskas,2.0,1.6666666666666667
559.0,Kentavious Caldwell-Pope,3.0,1.8333333333333333
560.0,Joe Johnson,4.0,2.0
560.0,DeMar DeRozan,7.0,3.25
561.0,Khris Middleton,3.0,2.0
561.0,Ryan Anderson,3.0,1.5
562.0,Kawhi Leonard,6.0,2.75
562.0,Russell Westbrook,4.0,2.4
563.0,Axel Toupane,5.0,2.2
563.0,Marcus Thornton,2.0,1.3333333333333333
564.0,Brandon Knight,4.0,2.0
564.0,Stephen Curry,6.0,2.1666666666666665
565.0,Giannis Antetokounmpo,3.0,1.6666666666666667
565.0,Sean Kilpatrick,3.0,1.4
566.0,Carmelo Anthony,5.0,2.0
566.0,Lou Williams,4.0,2.3333333333333335
567.0,Marvin Williams,3.0,2.25
567.0,Deron Williams,4.0,2.5
568.0,Joe Johnson,3.0,2.0
568.0,Emmanuel Mudiay,6.0,3.5
569.0,Jimmy Butler,5.0,2.1666666666666665
569.0,DeMar DeRozan,8.0,2.8
570.0,J.R. Smith,5.0,3.5
570.0,Trey Lyles,3.0,1.75
571.0,Mirza Teletovic,6.0,4.25
571.0,Karl-Anthony Towns,3.0,1.6666666666666667
572.0,Jared Sullinger,4.0,2.6666666666666665
572.0,Jordan Hill,5.0,2.8
573.0,Kyrie Irving,6.0,3.3333333333333335
573.0,Zaza Pachulia,3.0,2.2
574.0,Kent Bazemore,4.0,2.75
574.0,Reggie Jackson,6.0,2.6
575.0,Paul George,3.0,2.25
575.0,DeMar DeRozan,7.0,5.0
576.0,Hollis Thompson,7.0,3.75
576.0,Marcus Thornton,5.0,2.75
577.0,Dwyane Wade,5.0,1.8571428571428572
577.0,Nicolas Batum,3.0,2.5
578.0,Jimmy Butler,5.0,2.0
578.0,Sergey Karasev,3.0,1.8333333333333333
579.0,Tyler Ennis,6.0,2.75
579.0,Matt Barnes,4.0,2.6666666666666665
580.0,LeBron James,4.0,3.0
580.0,Evan Fournier,5.0,2.3333333333333335
581.0,DeMarcus Cousins,4.0,2.2
581.0,Reggie Jackson,6.0,2.3333333333333335
582.0,James Harden,6.0,2.6666666666666665
582.0,Zach LaVine,3.0,1.8
583.0,Jrue Holiday,6.0,3.0
583.0,CJ McCollum,3.0,1.6
584.0,Dirk Nowitzki,4.0,1.8571428571428572
584.0,Klay Thompson,5.0,2.5
585.0,Al Horford,3.0,1.5714285714285714
585.0,Michael Beasley,4.0,2.0
586.0,Paul George,6.0,2.4
586.0,Kevin Durant,4.0,2.75
587.0,Robin Lopez,3.0,2.0
587.0,Otto Porter,4.0,2.8
588.0,Chris Paul,4.0,1.5714285714285714
588.0,Zach Randolph,3.0,2.0
589.0,LaMarcus Aldridge,6.0,2.6
589.0,Stephen Curry,4.0,2.0
590.0,Deron Williams,4.0,2.0
590.0,Damian Lillard,6.0,3.0
591.0,Andrew Nicholson,4.0,2.1666666666666665
591.0,DeMar DeRozan,4.0,2.8
592.0,Isaiah Canaan,3.0,2.0
592.0,Evan Turner,4.0,2.6
593.0,Jamal Crawford,3.0,2.6
593.0,Dante Cunningham,4.0,2.4
594.0,DeMarcus Cousins,5.0,2.75
594.0,Jerian Grant,4.0,2.1666666666666665
595.0,Jeremy Lin,4.0,2.0
595.0,LaMarcus Aldridge,4.0,3.0
596.0,Isaiah Thomas,5.0,3.0
596.0,Aaron Gordon,4.0,2.8
597.0,Khris Middleton,4.0,2.25
597.0,Andre Drummond,4.0,2.6
598.0,Mike Muscala,2.0,1.2857142857142858
598.0,Otto Porter,4.0,2.3333333333333335
599.0,Pau Gasol,4.0,2.8
599.0,Rudy Gay,3.0,2.0
600.0,Zach LaVine,4.0,2.4
600.0,Draymond Green,4.0,1.8
601.0,Zach Randolph,3.0,2.6
601.0,Jon Leuer,4.0,2.8
602.0,Nicolas Batum,4.0,1.8
602.0,Brook Lopez,4.0,2.3333333333333335
603.0,Dwyane Wade,7.0,3.25
603.0,Tim Frazier,3.0,2.0
604.0,Trevor Ariza,4.0,2.6
604.0,Russell Westbrook,5.0,2.1666666666666665
605.0,Zach Randolph,4.0,1.8
605.0,Brandon Bass,5.0,3.0
606.0,Avery Bradley,4.0,2.4
606.0,Cory Joseph,4.0,2.1666666666666665
607.0,Jerryd Bayless,4.0,2.5
607.0,LeBron James,4.0,2.2
608.0,Shelvin Mack,3.0,1.6
608.0,James Harden,5.0,2.25
609.0,Kosta Koufos,5.0,3.4
609.0,Zach LaVine,2.0,1.6
610.0,Isaiah Canaan,3.0,2.0
610.0,Emmanuel Mudiay,6.0,2.75
611.0,Jordan Clarkson,5.0,2.8333333333333335
611.0,Devin Booker,4.0,3.0
612.0,Monta Ellis,3.0,2.0
612.0,Toney Douglas,4.0,2.0
613.0,Kyrie Irving,6.0,2.8
613.0,Brook Lopez,4.0,2.3333333333333335
614.0,Jamal Crawford,6.0,3.0
614.0,Maurice Harkless,3.0,2.0
615.0,Gorgui Dieng,3.0,2.0
615.0,John Wall,6.0,2.0
616.0,Khris Middleton,4.0,3.0
616.0,Jeff Teague,6.0,2.1666666666666665
617.0,Kyle Lowry,5.0,3.0
617.0,James Harden,4.0,1.8
618.0,Ray McCallum,3.0,2.1666666666666665
618.0,Jonathon Simmons,4.0,1.6666666666666667
619.0,Brook Lopez,4.0,2.25
619.0,Paul George,4.0,1.8
620.0,Jonas Jerebko,3.0,2.2
620.0,Devin Booker,9.0,3.75
621.0,Monta Ellis,5.0,2.4
621.0,Trevor Ariza,2.0,1.6
622.0,Derrick Rose,5.0,2.6666666666666665
622.0,Paul Millsap,4.0,2.25
623.0,Mirza Teletovic,6.0,2.5
623.0,Andrew Wiggins,4.0,2.6666666666666665
624.0,Sasha Vujacic,3.0,2.0
624.0,Jrue Holiday,4.0,2.0
625.0,Dwight Powell,4.0,2.5
625.0,Will Barton,2.0,1.3333333333333333
626.0,Pau Gasol,2.0,1.5
626.0,Myles Turner,5.0,2.3333333333333335
627.0,Reggie Jackson,5.0,2.2
627.0,Russell Westbrook,7.0,4.333333333333333
628.0,Kyrie Irving,4.0,2.1666666666666665
628.0,James Harden,3.0,2.0
629.0,Khris Middleton,5.0,2.0
629.0,PJ Tucker,3.0,2.0
630.0,Carmelo Anthony,4.0,2.0
630.0,Wesley Matthews,3.0,1.8
631.0,Shelvin Mack,4.0,3.0
631.0,Stephen Curry,4.0,2.4
632.0,Dwyane Wade,7.0,2.5
632.0,D'Angelo Russell,5.0,2.5
633.0,Nikola Mirotic,2.0,1.5
633.0,Michael Beasley,6.0,2.5
634.0,Darrell Arthur,4.0,2.3333333333333335
634.0,Luke Babbitt,3.0,2.0
635.0,Jeff Green,3.0,2.25
635.0,Russell Westbrook,6.0,4.0
636.0,Isaiah Thomas,4.0,2.1666666666666665
636.0,CJ McCollum,6.0,2.75
637.0,Hollis Thompson,4.0,1.8333333333333333
637.0,Nicolas Batum,5.0,2.6
638.0,Jose Juan Barea,5.0,3.0
638.0,Reggie Jackson,3.0,2.25
639.0,LeBron James,4.0,2.4
639.0,Jeff Teague,4.0,2.4
640.0,Zach Randolph,5.0,2.5
640.0,Kyle Lowry,5.0,2.0
641.0,Tyler Ennis,2.0,1.5
641.0,Victor Oladipo,3.0,1.8
642.0,Joe Johnson,3.0,2.0
642.0,Rudy Gay,5.0,4.0
643.0,Isaiah Thomas,4.0,2.75
643.0,Draymond Green,5.0,2.6666666666666665
644.0,Mirza Teletovic,5.0,3.25
644.0,John Wall,5.0,1.8333333333333333
645.0,Ish Smith,3.0,2.0
645.0,Paul George,3.0,1.8333333333333333
646.0,Jimmy Butler,8.0,2.8
646.0,Reggie Jackson,4.0,2.3333333333333335
647.0,Cory Joseph,5.0,2.3333333333333335
647.0,Tony Parker,4.0,2.6666666666666665
