Game,Player Name,Number Shots,Average Shots,HOME_TEAM,AWAY_TEAM,FIRST_INDEX,LAST_INDEX,Best_Player
137.0,LeBron James,4.0,2.0,Hornets,Cavaliers,10317.0,10388.0,Kemba Walker
137.0,Kemba Walker,4.0,2.8,Hornets,Cavaliers,10317.0,10388.0,LeBron James
138.0,Derrick Rose,4.0,2.2857142857142856,Bulls,Pacers,10389.0,10468.0,Pau Gasol
138.0,Joe Young,3.0,1.6,Bulls,Pacers,10389.0,10468.0,Paul George
139.0,Robert Covington,2.0,1.2857142857142858,Rockets,76ers,10469.0,10574.0,James Harden
139.0,James Harden,5.0,5.0,Rockets,76ers,10469.0,10574.0,Jahlil Okafor
140.0,Matt Barnes,4.0,2.0,Hawks,Grizzlies,10575.0,10646.0,Paul Millsap
140.0,Jeff Teague,3.0,1.5,Hawks,Grizzlies,10575.0,10646.0,Mike Conley
141.0,Kosta Koufos,3.0,1.4285714285714286,Timberwolves,Kings,10647.0,10712.0,Gorgui Dieng
141.0,Zach LaVine,4.0,2.5,Timberwolves,Kings,10647.0,10712.0,Rajon Rondo
142.0,DeMar DeRozan,5.0,3.6666666666666665,Raptors,Wizards,10713.0,10791.0,Kyle Lowry
142.0,Ramon Sessions,4.0,2.75,Raptors,Wizards,10713.0,10791.0,John Wall
143.0,LeBron James,7.0,4.0,Nets,Cavaliers,10792.0,10869.0,Brook Lopez
143.0,Jarrett Jack,4.0,2.2,Nets,Cavaliers,10792.0,10869.0,LeBron James
144.0,Gordon Hayward,3.0,2.25,Pelicans,Jazz,10870.0,10919.0,Anthony Davis
144.0,Ish Smith,3.0,1.6,Pelicans,Jazz,10870.0,10919.0,Gordon Hayward
145.0,Julius Randle,4.0,2.4,Lakers,Trail Blazers,10920.0,10990.0,Brandon Bass
145.0,Damian Lillard,6.0,2.75,Lakers,Trail Blazers,10920.0,10990.0,Damian Lillard
146.0,Khris Middleton,3.0,2.0,Hornets,Bucks,10991.0,11043.0,Kemba Walker
146.0,Nicolas Batum,6.0,3.6666666666666665,Hornets,Bucks,10991.0,11043.0,Greg Monroe
147.0,Blake Griffin,6.0,3.333333333333333,Clippers,Timberwolves,11044.0,11119.0,Chris Paul
147.0,Zach LaVine,5.0,2.2,Clippers,Timberwolves,11044.0,11119.0,Karl-Anthony Towns
148.0,Brook Lopez,3.0,2.0,Nets,Pistons,11120.0,11194.0,Brook Lopez
148.0,Reggie Jackson,5.0,2.4,Nets,Pistons,11120.0,11194.0,Andre Drummond
149.0,DeMarre Carroll,4.0,2.1666666666666665,Suns,Raptors,11195.0,11279.0,Eric Bledsoe
149.0,Eric Bledsoe,3.0,1.7142857142857142,Suns,Raptors,11195.0,11279.0,Kyle Lowry
150.0,Robert Covington,2.0,1.4285714285714286,Grizzlies,76ers,11280.0,11360.0,Mike Conley
150.0,Zach Randolph,3.0,2.5,Grizzlies,76ers,11280.0,11360.0,Jahlil Okafor
151.0,Lance Thomas,4.0,1.8,Rockets,Knicks,11361.0,11418.0,James Harden
151.0,James Harden,6.0,2.8,Rockets,Knicks,11361.0,11418.0,Kristaps Porzingis
152.0,Jordan Clarkson,5.0,3.1666666666666665,Pacers,Lakers,11419.0,11517.0,Paul George
152.0,Paul George,2.0,1.5,Pacers,Lakers,11419.0,11517.0,Brandon Bass
153.0,Reggie Jackson,2.0,1.3333333333333333,Pistons,Rockets,11518.0,11609.0,Andre Drummond
153.0,Marcus Thornton,6.0,3.0,Pistons,Rockets,11518.0,11609.0,James Harden
154.0,Jared Sullinger,3.0,1.8333333333333333,Celtics,Heat,11610.0,11689.0,Isaiah Thomas
154.0,Dwyane Wade,7.0,2.6,Celtics,Heat,11610.0,11689.0,Hassan Whiteside
155.0,Jeff Teague,6.0,3.0,Hawks,Thunder,11690.0,11773.0,Paul Millsap
155.0,Russell Westbrook,8.0,4.666666666666667,Hawks,Thunder,11690.0,11773.0,Kevin Durant
156.0,Derrick Rose,3.0,1.5,Bulls,Spurs,11774.0,11842.0,Pau Gasol
156.0,Tony Parker,3.0,2.0,Bulls,Spurs,11774.0,11842.0,Kawhi Leonard
157.0,Rodney Hood,4.0,3.25,Warriors,Jazz,11843.0,11899.0,Stephen Curry
157.0,Stephen Curry,6.0,2.75,Warriors,Jazz,11843.0,11899.0,Derrick Favors
158.0,DeMarcus Cousins,5.0,2.5,Mavericks,Kings,11900.0,11968.0,JaVale McGee
158.0,Devin Harris,3.0,1.75,Mavericks,Kings,11900.0,11968.0,DeMarcus Cousins
159.0,Shane Larkin,4.0,2.2,Nets,Suns,11969.0,12033.0,Brook Lopez
159.0,Eric Bledsoe,2.0,1.5,Nets,Suns,11969.0,12033.0,Eric Bledsoe
160.0,Victor Oladipo,3.0,2.4,Timberwolves,Magic,12034.0,12126.0,Ricky Rubio
160.0,Andrew Wiggins,4.0,1.8333333333333333,Timberwolves,Magic,12034.0,12126.0,Nikola Vucevic
161.0,Marc Gasol,6.0,2.4,Grizzlies,Pelicans,12127.0,12187.0,Mike Conley
161.0,Norris Cole,5.0,2.6,Grizzlies,Pelicans,12127.0,12187.0,Anthony Davis
162.0,Dirk Nowitzki,6.0,3.6,Mavericks,Trail Blazers,12188.0,12253.0,Dirk Nowitzki
162.0,Damian Lillard,5.0,3.6666666666666665,Mavericks,Trail Blazers,12188.0,12253.0,Damian Lillard
163.0,Kobe Bryant,7.0,2.6,Lakers,Wizards,12254.0,12337.0,Lou Williams
163.0,John Wall,6.0,2.2,Lakers,Wizards,12254.0,12337.0,John Wall
164.0,Jeff Teague,7.0,2.6666666666666665,Hawks,Raptors,12338.0,12416.0,Paul Millsap
164.0,Kyle Lowry,5.0,2.75,Hawks,Raptors,12338.0,12416.0,Kyle Lowry
165.0,Pau Gasol,4.0,2.6,Bulls,Nuggets,12417.0,12506.0,Pau Gasol
165.0,Will Barton,3.0,2.5,Bulls,Nuggets,12417.0,12506.0,Kenneth Faried
166.0,Anthony Davis,6.0,2.6,Rockets,Pelicans,12507.0,12589.0,James Harden
166.0,James Harden,5.0,2.4,Rockets,Pelicans,12507.0,12589.0,Anthony Davis
167.0,Dwyane Wade,6.0,3.0,Heat,Thunder,12590.0,12665.0,Hassan Whiteside
167.0,Kevin Durant,6.0,3.6666666666666665,Heat,Thunder,12590.0,12665.0,Kevin Durant
168.0,Darrell Arthur,3.0,1.6666666666666667,Nuggets,Raptors,12666.0,12763.0,Danilo Gallinari
168.0,DeMar DeRozan,5.0,3.0,Nuggets,Raptors,12666.0,12763.0,Kyle Lowry
169.0,Trey Burke,5.0,2.1666666666666665,Magic,Jazz,12764.0,12826.0,Nikola Vucevic
169.0,Evan Fournier,3.0,2.0,Magic,Jazz,12764.0,12826.0,Derrick Favors
170.0,Ian Mahinmi,3.0,1.7142857142857142,Pacers,Trail Blazers,12827.0,12888.0,Paul George
170.0,Allen Crabbe,4.0,1.8333333333333333,Pacers,Trail Blazers,12827.0,12888.0,Damian Lillard
171.0,Eric Bledsoe,3.0,1.8,Suns,Wizards,12889.0,12984.0,Eric Bledsoe
171.0,Ramon Sessions,2.0,1.5,Suns,Wizards,12889.0,12984.0,John Wall
172.0,Khris Middleton,7.0,2.6666666666666665,Pistons,Bucks,12985.0,13084.0,Andre Drummond
172.0,Reggie Jackson,2.0,1.75,Pistons,Bucks,12985.0,13084.0,Greg Monroe
173.0,Jeff Teague,4.0,2.333333333333333,Hawks,Lakers,13085.0,13150.0,Paul Millsap
173.0,Kobe Bryant,6.0,2.5,Hawks,Lakers,13085.0,13150.0,Lou Williams
174.0,Dirk Nowitzki,4.0,2.25,Mavericks,Rockets,13151.0,13222.0,Dirk Nowitzki
174.0,Terrence Jones,3.0,2.25,Mavericks,Rockets,13151.0,13222.0,James Harden
175.0,Robert Covington,4.0,2.2,Nuggets,76ers,13223.0,13304.0,Kenneth Faried
175.0,Will Barton,3.0,2.2,Nuggets,76ers,13223.0,13304.0,Nerlens Noel
176.0,Kyle Lowry,5.0,3.6666666666666665,Warriors,Raptors,13305.0,13396.0,Stephen Curry
176.0,Stephen Curry,5.0,2.25,Warriors,Raptors,13305.0,13396.0,Kyle Lowry
177.0,Pau Gasol,5.0,2.6,Hornets,Bulls,13397.0,13480.0,Kemba Walker
177.0,Nicolas Batum,6.0,3.0,Hornets,Bulls,13397.0,13480.0,Pau Gasol
178.0,DeMarcus Cousins,7.0,2.7142857142857144,Rockets,Kings,13481.0,13564.0,James Harden
178.0,Trevor Ariza,3.0,1.75,Rockets,Kings,13481.0,13564.0,DeMarcus Cousins
179.0,Karl-Anthony Towns,6.0,3.6,Timberwolves,Trail Blazers,13565.0,13644.0,Karl-Anthony Towns
179.0,Meyers Leonard,3.0,2.5,Timberwolves,Trail Blazers,13565.0,13644.0,Damian Lillard
180.0,Derrick Favors,6.0,3.75,Pacers,Jazz,13645.0,13749.0,Paul George
180.0,Paul George,6.0,3.6666666666666665,Pacers,Jazz,13645.0,13749.0,Derrick Favors
181.0,Jamal Crawford,5.0,2.0,Clippers,Magic,13750.0,13825.0,Blake Griffin
181.0,Elfrid Payton,3.0,1.8333333333333333,Clippers,Magic,13750.0,13825.0,Nikola Vucevic
182.0,Zach Randolph,5.0,3.6,Grizzlies,Suns,13826.0,13912.0,Mike Conley
182.0,Brandon Knight,4.0,2.6,Grizzlies,Suns,13826.0,13912.0,Eric Bledsoe
183.0,Raymond Felton,6.0,3.333333333333333,Mavericks,Wizards,13913.0,13965.0,Dirk Nowitzki
183.0,Gary Neal,3.0,2.25,Mavericks,Wizards,13913.0,13965.0,John Wall
184.0,Marco Belinelli,5.0,3.2,Thunder,Kings,13966.0,14060.0,Kevin Durant
184.0,Steven Adams,4.0,2.1666666666666665,Thunder,Kings,13966.0,14060.0,DeMarcus Cousins
185.0,Justise Winslow,2.0,1.5,Heat,Wizards,14061.0,14126.0,Dwyane Wade
185.0,Bradley Beal,4.0,2.2,Heat,Wizards,14061.0,14126.0,John Wall
186.0,Kobe Bryant,5.0,3.0,Lakers,Raptors,14127.0,14191.0,Lou Williams
186.0,Terrence Ross,3.0,1.75,Lakers,Raptors,14127.0,14191.0,Kyle Lowry
187.0,Derrick Rose,4.0,2.0,Bulls,Suns,14192.0,14281.0,Pau Gasol
187.0,Brandon Knight,6.0,2.6666666666666665,Bulls,Suns,14192.0,14281.0,Eric Bledsoe
188.0,O.J. Mayo,4.0,1.6666666666666667,Bucks,Trail Blazers,14282.0,14378.0,Greg Monroe
188.0,Damian Lillard,3.0,2.0,Bucks,Trail Blazers,14282.0,14378.0,Damian Lillard
189.0,Chris Paul,3.0,2.2,Clippers,Timberwolves,14379.0,14505.0,Chris Paul
189.0,Zach LaVine,7.0,2.4,Clippers,Timberwolves,14379.0,14505.0,Karl-Anthony Towns
190.0,LeBron James,6.0,3.333333333333333,Cavaliers,Trail Blazers,14506.0,14581.0,LeBron James
190.0,Damian Lillard,8.0,4.0,Cavaliers,Trail Blazers,14506.0,14581.0,Damian Lillard
191.0,Joe Johnson,4.0,2.25,Nets,Rockets,14582.0,14648.0,Brook Lopez
191.0,James Harden,3.0,1.8333333333333333,Nets,Rockets,14582.0,14648.0,James Harden
192.0,Elfrid Payton,4.0,2.333333333333333,Nuggets,Magic,14649.0,14725.0,Kenneth Faried
192.0,Danilo Gallinari,4.0,2.0,Nuggets,Magic,14649.0,14725.0,Nikola Vucevic
193.0,Alec Burks,6.0,2.5,Kings,Jazz,14726.0,14805.0,DeMarcus Cousins
193.0,DeMarcus Cousins,3.0,1.5,Kings,Jazz,14726.0,14805.0,Derrick Favors
194.0,Jimmy Butler,6.0,3.5,Celtics,Bulls,14806.0,14922.0,Isaiah Thomas
194.0,Isaiah Thomas,4.0,2.0,Celtics,Bulls,14806.0,14922.0,Pau Gasol
195.0,Jason Terry,4.0,2.1666666666666665,Rockets,Wizards,14923.0,14994.0,James Harden
195.0,John Wall,4.0,2.1666666666666665,Rockets,Wizards,14923.0,14994.0,John Wall
196.0,Marc Gasol,4.0,2.333333333333333,Pistons,Grizzlies,14995.0,15077.0,Andre Drummond
196.0,Reggie Jackson,5.0,2.6,Pistons,Grizzlies,14995.0,15077.0,Mike Conley
197.0,DeMar DeRozan,3.0,2.333333333333333,Spurs,Raptors,15078.0,15133.0,Kawhi Leonard
197.0,Manu Ginobili,5.0,2.6,Spurs,Raptors,15078.0,15133.0,Kyle Lowry
198.0,O.J. Mayo,4.0,2.6666666666666665,Clippers,Bucks,15134.0,15215.0,Chris Paul
198.0,Blake Griffin,4.0,2.25,Clippers,Bucks,15134.0,15215.0,Greg Monroe
199.0,D'Angelo Russell,7.0,3.0,Lakers,Timberwolves,15216.0,15291.0,Lou Williams
199.0,Kevin Martin,5.0,2.5,Lakers,Timberwolves,15216.0,15291.0,Karl-Anthony Towns
200.0,Nikola Vucevic,4.0,2.8,Magic,Suns,15292.0,15374.0,Nikola Vucevic
200.0,Eric Bledsoe,4.0,2.333333333333333,Magic,Suns,15292.0,15374.0,Eric Bledsoe
201.0,Kent Bazemore,3.0,2.2,Hawks,Mavericks,15375.0,15439.0,Paul Millsap
201.0,Deron Williams,6.0,3.25,Hawks,Mavericks,15375.0,15439.0,Dirk Nowitzki
202.0,Jahlil Okafor,4.0,2.5,Nets,76ers,15440.0,15502.0,Brook Lopez
202.0,Shane Larkin,3.0,2.0,Nets,76ers,15440.0,15502.0,Jahlil Okafor
203.0,Derrick Rose,4.0,2.2,Bulls,Clippers,15503.0,15563.0,Pau Gasol
203.0,Chris Paul,5.0,2.2,Bulls,Clippers,15503.0,15563.0,Chris Paul
204.0,Kent Bazemore,3.0,1.5714285714285714,Hawks,Thunder,15564.0,15637.0,Paul Millsap
204.0,Russell Westbrook,3.0,2.25,Hawks,Thunder,15564.0,15637.0,Kevin Durant
205.0,DeMarcus Cousins,5.0,2.5,Knicks,Kings,15638.0,15722.0,Carmelo Anthony
205.0,Carmelo Anthony,6.0,3.5,Knicks,Kings,15638.0,15722.0,DeMarcus Cousins
206.0,Dwyane Wade,5.0,2.75,Pacers,Heat,15723.0,15765.0,Paul George
206.0,Monta Ellis,4.0,2.2,Pacers,Heat,15723.0,15765.0,Dwyane Wade
207.0,Isaiah Thomas,3.0,2.2,Celtics,Warriors,15766.0,15844.0,Isaiah Thomas
207.0,Stephen Curry,7.0,2.4,Celtics,Warriors,15766.0,15844.0,Stephen Curry
208.0,O.J. Mayo,4.0,2.6666666666666665,Bucks,Raptors,15845.0,15901.0,Giannis Antetokounmpo
208.0,DeMar DeRozan,4.0,2.25,Bucks,Raptors,15845.0,15901.0,Kyle Lowry
209.0,Tyreke Evans,3.0,2.5,Pelicans,Wizards,15902.0,15987.0,Anthony Davis
209.0,John Wall,4.0,2.1666666666666665,Pelicans,Wizards,15902.0,15987.0,John Wall
210.0,Will Barton,2.0,2.0,Nuggets,Timberwolves,15988.0,16073.0,Nikola Jokic
210.0,Tayshaun Prince,2.0,1.8,Nuggets,Timberwolves,15988.0,16073.0,Karl-Anthony Towns
211.0,Eric Bledsoe,5.0,2.333333333333333,Suns,Trail Blazers,16074.0,16120.0,Eric Bledsoe
211.0,Mason Plumlee,3.0,2.2,Suns,Trail Blazers,16074.0,16120.0,Damian Lillard
212.0,Avery Bradley,4.0,2.0,Celtics,Hornets,16121.0,16195.0,Isaiah Thomas
212.0,Kemba Walker,6.0,2.6666666666666665,Celtics,Hornets,16121.0,16195.0,Kemba Walker
213.0,Aaron Brooks,5.0,2.1666666666666665,Bulls,Pelicans,16196.0,16256.0,Pau Gasol
213.0,Anthony Davis,5.0,3.6666666666666665,Bulls,Pelicans,16196.0,16256.0,Anthony Davis
214.0,Langston Galloway,3.0,1.6,Knicks,Trail Blazers,16257.0,16337.0,Carmelo Anthony
214.0,Damian Lillard,8.0,3.2,Knicks,Trail Blazers,16257.0,16337.0,Damian Lillard
215.0,Mike Conley,4.0,2.0,Grizzlies,Heat,16338.0,16402.0,Mike Conley
215.0,Dwyane Wade,3.0,1.8,Grizzlies,Heat,16338.0,16402.0,Hassan Whiteside
216.0,Jahlil Okafor,5.0,2.5,76ers,Raptors,16403.0,16483.0,Jahlil Okafor
216.0,DeMar DeRozan,4.0,1.8,76ers,Raptors,16403.0,16483.0,Kyle Lowry
217.0,Gordon Hayward,4.0,2.4,Thunder,Jazz,16484.0,16549.0,Kevin Durant
217.0,Kevin Durant,6.0,2.8,Thunder,Jazz,16484.0,16549.0,Derrick Favors
218.0,Blake Griffin,4.0,2.4,Pistons,Clippers,16550.0,16628.0,Andre Drummond
218.0,Andre Drummond,5.0,2.25,Pistons,Clippers,16550.0,16628.0,Chris Paul
219.0,Tyreke Evans,4.0,2.8,Pelicans,Trail Blazers,16629.0,16712.0,Anthony Davis
219.0,Mason Plumlee,2.0,1.8,Pelicans,Trail Blazers,16629.0,16712.0,Damian Lillard
220.0,Kevin Love,4.0,2.2,Celtics,Cavaliers,16713.0,16769.0,Kelly Olynyk
220.0,Jonas Jerebko,2.0,1.2857142857142858,Celtics,Cavaliers,16713.0,16769.0,LeBron James
221.0,DeMarcus Cousins,3.0,1.6666666666666667,Rockets,Kings,16770.0,16841.0,James Harden
221.0,Patrick Beverley,4.0,2.2,Rockets,Kings,16770.0,16841.0,DeMarcus Cousins
222.0,Dwyane Wade,6.0,5.0,Nets,Heat,16842.0,16914.0,Brook Lopez
222.0,Thaddeus Young,4.0,2.75,Nets,Heat,16842.0,16914.0,Hassan Whiteside
223.0,Jonas Jerebko,5.0,3.0,Celtics,Pistons,16915.0,17007.0,Isaiah Thomas
223.0,Reggie Jackson,4.0,1.6,Celtics,Pistons,16915.0,17007.0,Andre Drummond
224.0,Carmelo Anthony,7.0,2.2,Timberwolves,Knicks,17008.0,17098.0,Karl-Anthony Towns
224.0,Zach LaVine,8.0,3.8,Timberwolves,Knicks,17008.0,17098.0,Carmelo Anthony
225.0,Jimmy Butler,3.0,1.8,Bulls,Grizzlies,17099.0,17165.0,Pau Gasol
225.0,Mike Conley,6.0,2.75,Bulls,Grizzlies,17099.0,17165.0,Mike Conley
226.0,Gordon Hayward,3.0,1.6,Pelicans,Jazz,17166.0,17223.0,Anthony Davis
226.0,Tyreke Evans,5.0,2.75,Pelicans,Jazz,17166.0,17223.0,Derrick Favors
227.0,O.J. Mayo,2.0,2.0,Clippers,Bucks,17224.0,17263.0,Chris Paul
227.0,Chris Paul,3.0,1.8,Clippers,Bucks,17224.0,17263.0,Giannis Antetokounmpo
228.0,Kemba Walker,3.0,2.0,Hornets,Raptors,17264.0,17330.0,Kemba Walker
228.0,Kyle Lowry,8.0,4.0,Hornets,Raptors,17264.0,17330.0,Kyle Lowry
229.0,LeBron James,5.0,2.0,Cavaliers,Thunder,17331.0,17392.0,LeBron James
229.0,Russell Westbrook,5.0,3.333333333333333,Cavaliers,Thunder,17331.0,17392.0,Kevin Durant
230.0,Joe Johnson,3.0,2.5,Nets,Pacers,17393.0,17450.0,Brook Lopez
230.0,Jordan Hill,4.0,2.0,Nets,Pacers,17393.0,17450.0,Paul George
231.0,Victor Oladipo,3.0,2.6,Magic,Trail Blazers,17451.0,17524.0,Nikola Vucevic
231.0,Damian Lillard,3.0,2.4,Magic,Trail Blazers,17451.0,17524.0,Damian Lillard
232.0,Evan Turner,3.0,1.8,Hawks,Celtics,17525.0,17613.0,Paul Millsap
232.0,Paul Millsap,4.0,3.25,Hawks,Celtics,17525.0,17613.0,Isaiah Thomas
233.0,Gerald Green,3.0,2.0,Heat,Raptors,17614.0,17670.0,Hassan Whiteside
233.0,Kyle Lowry,5.0,2.2,Heat,Raptors,17614.0,17670.0,Kyle Lowry
234.0,Derrick Rose,3.0,1.8333333333333333,Bulls,Pistons,17671.0,17745.0,Pau Gasol
234.0,Reggie Jackson,5.0,2.6,Bulls,Pistons,17671.0,17745.0,Andre Drummond
235.0,Rudy Gay,4.0,2.4,Timberwolves,Kings,17746.0,17832.0,Karl-Anthony Towns
235.0,Andrew Wiggins,4.0,1.8,Timberwolves,Kings,17746.0,17832.0,DeMarcus Cousins
236.0,Blake Griffin,3.0,1.6666666666666667,Clippers,Spurs,17833.0,17922.0,Chris Paul
236.0,Tony Parker,6.0,2.333333333333333,Clippers,Spurs,17833.0,17922.0,Kawhi Leonard
237.0,Gordon Hayward,3.0,2.0,Nuggets,Jazz,17923.0,17985.0,Nikola Jokic
237.0,Jameer Nelson,3.0,1.8333333333333333,Nuggets,Jazz,17923.0,17985.0,Derrick Favors
238.0,Khris Middleton,4.0,2.833333333333333,Warriors,Bucks,17986.0,18068.0,Stephen Curry
238.0,Stephen Curry,3.0,2.0,Warriors,Bucks,17986.0,18068.0,Greg Monroe
239.0,Nicolas Batum,4.0,3.4,Hornets,Wizards,18069.0,18140.0,Kemba Walker
239.0,John Wall,4.0,2.5,Hornets,Wizards,18069.0,18140.0,John Wall
240.0,Marc Gasol,5.0,3.0,Pacers,Grizzlies,18141.0,18199.0,Paul George
240.0,Jordan Hill,3.0,1.6,Pacers,Grizzlies,18141.0,18199.0,Mike Conley
241.0,Gerald Green,4.0,2.2,Heat,Trail Blazers,18200.0,18290.0,Hassan Whiteside
241.0,Damian Lillard,5.0,3.0,Heat,Trail Blazers,18200.0,18290.0,Damian Lillard
242.0,Khris Middleton,4.0,1.8,Bucks,Suns,18291.0,18354.0,Greg Monroe
242.0,Eric Bledsoe,5.0,2.2,Bucks,Suns,18291.0,18354.0,Eric Bledsoe
243.0,Paul Millsap,3.0,1.6666666666666667,Hawks,Magic,18355.0,18420.0,Paul Millsap
243.0,Nikola Vucevic,3.0,1.5714285714285714,Hawks,Magic,18355.0,18420.0,Nikola Vucevic
244.0,Darren Collison,4.0,2.2,Kings,Raptors,18421.0,18481.0,DeMarcus Cousins
244.0,DeMar DeRozan,6.0,2.75,Kings,Raptors,18421.0,18481.0,DeMar DeRozan
245.0,Jameer Nelson,6.0,3.75,Nuggets,Pelicans,18482.0,18563.0,Nikola Jokic
245.0,Tyreke Evans,4.0,2.0,Nuggets,Pelicans,18482.0,18563.0,Anthony Davis
246.0,Seth Curry,2.0,1.6666666666666667,Kings,Wizards,18564.0,18619.0,DeMarcus Cousins
246.0,Garrett Temple,4.0,2.4,Kings,Wizards,18564.0,18619.0,John Wall
247.0,Lance Thomas,3.0,1.7142857142857142,Knicks,Magic,18620.0,18675.0,Carmelo Anthony
247.0,Nikola Vucevic,4.0,3.0,Knicks,Magic,18620.0,18675.0,Nikola Vucevic
248.0,Jimmy Butler,5.0,2.0,Nets,Bulls,18676.0,18757.0,Brook Lopez
248.0,Joe Johnson,5.0,2.5,Nets,Bulls,18676.0,18757.0,Pau Gasol
249.0,Jeremy Lin,3.0,1.6666666666666667,Hornets,Rockets,18758.0,18848.0,Kemba Walker
249.0,James Harden,4.0,2.5,Hornets,Rockets,18758.0,18848.0,James Harden
250.0,Blake Griffin,5.0,2.6,Clippers,Thunder,18849.0,18917.0,Chris Paul
250.0,Russell Westbrook,4.0,3.0,Clippers,Thunder,18849.0,18917.0,Kevin Durant
251.0,Dwyane Wade,6.0,2.2,Pistons,Heat,18918.0,18989.0,Andre Drummond
251.0,Reggie Jackson,4.0,2.4,Pistons,Heat,18918.0,18989.0,Hassan Whiteside
252.0,Kobe Bryant,7.0,3.0,Nuggets,Lakers,18990.0,19060.0,Nikola Jokic
252.0,Gary Harris,4.0,2.4,Nuggets,Lakers,18990.0,19060.0,Lou Williams
253.0,LeBron James,3.0,1.4,Cavaliers,Knicks,19061.0,19121.0,LeBron James
253.0,Arron Afflalo,6.0,3.0,Cavaliers,Knicks,19061.0,19121.0,Kristaps Porzingis
254.0,Rudy Gay,4.0,2.0,Pacers,Kings,19122.0,19174.0,Paul George
254.0,CJ Miles,4.0,2.2,Pacers,Kings,19122.0,19174.0,DeMarcus Cousins
255.0,Nikola Vucevic,3.0,2.25,Rockets,Magic,19175.0,19229.0,James Harden
255.0,Ty Lawson,3.0,2.2,Rockets,Magic,19175.0,19229.0,Nikola Vucevic
256.0,Mike Conley,2.0,1.6,Grizzlies,Wizards,19230.0,19288.0,Mike Conley
256.0,John Wall,5.0,2.4,Grizzlies,Wizards,19230.0,19288.0,John Wall
257.0,Charlie Villanueva,5.0,3.0,Nets,Mavericks,19289.0,19356.0,Brook Lopez
257.0,Thaddeus Young,4.0,2.4,Nets,Mavericks,19289.0,19356.0,Dirk Nowitzki
258.0,Randy Foye,4.0,2.2,Nuggets,Suns,19357.0,19434.0,Nikola Jokic
258.0,Ronnie Price,3.0,2.0,Nuggets,Suns,19357.0,19434.0,Eric Bledsoe
259.0,Derrick Favors,3.0,1.5714285714285714,Warriors,Jazz,19435.0,19495.0,Stephen Curry
259.0,Draymond Green,3.0,1.6666666666666667,Warriors,Jazz,19435.0,19495.0,Derrick Favors
260.0,Chris Bosh,4.0,2.75,Heat,Pelicans,19496.0,19555.0,Hassan Whiteside
260.0,Ryan Anderson,3.0,1.8333333333333333,Heat,Pelicans,19496.0,19555.0,Anthony Davis
261.0,LeBron James,6.0,3.5,Cavaliers,Warriors,19556.0,19638.0,LeBron James
261.0,Stephen Curry,4.0,3.0,Cavaliers,Warriors,19556.0,19638.0,Stephen Curry
262.0,James Harden,5.0,2.333333333333333,Rockets,Spurs,19639.0,19719.0,James Harden
262.0,Kawhi Leonard,5.0,3.0,Rockets,Spurs,19639.0,19719.0,Kawhi Leonard
263.0,Michael Carter-Williams,4.0,3.0,Bucks,Raptors,19720.0,19763.0,Greg Monroe
263.0,Luis Scola,3.0,2.2,Bucks,Raptors,19720.0,19763.0,Kyle Lowry
264.0,Mike Conley,6.0,3.25,Hornets,Grizzlies,19764.0,19837.0,Kemba Walker
264.0,Kemba Walker,3.0,2.333333333333333,Hornets,Grizzlies,19764.0,19837.0,Mike Conley
265.0,Dwyane Wade,5.0,2.25,Heat,Magic,19838.0,19891.0,Hassan Whiteside
265.0,Elfrid Payton,7.0,3.0,Heat,Magic,19838.0,19891.0,Nikola Vucevic
266.0,Tyreke Evans,2.0,1.5,Rockets,Pelicans,19892.0,19960.0,James Harden
266.0,James Harden,4.0,2.25,Rockets,Pelicans,19892.0,19960.0,Anthony Davis
267.0,Jae Crowder,3.0,1.8,Celtics,Pistons,19961.0,20078.0,Isaiah Thomas
267.0,Marcus Morris,5.0,3.2,Celtics,Pistons,19961.0,20078.0,Andre Drummond
268.0,Jarrett Jack,3.0,1.3333333333333333,Nets,Wizards,20079.0,20155.0,Brook Lopez
268.0,Ramon Sessions,4.0,2.333333333333333,Nets,Wizards,20079.0,20155.0,John Wall
269.0,Monta Ellis,4.0,2.75,Pacers,Timberwolves,20156.0,20203.0,Paul George
269.0,Andrew Wiggins,7.0,3.0,Pacers,Timberwolves,20156.0,20203.0,Karl-Anthony Towns
270.0,Derrick Rose,6.0,2.75,Bulls,Mavericks,20204.0,20294.0,Pau Gasol
270.0,Jose Juan Barea,3.0,1.7142857142857142,Bulls,Mavericks,20204.0,20294.0,Dirk Nowitzki
271.0,Chris Paul,4.0,2.4,Clippers,Jazz,20295.0,20369.0,Chris Paul
271.0,Rodney Hood,6.0,2.6,Clippers,Jazz,20295.0,20369.0,Gordon Hayward
272.0,Isaiah Thomas,4.0,2.0,Celtics,Knicks,20370.0,20445.0,Isaiah Thomas
272.0,Carmelo Anthony,6.0,2.333333333333333,Celtics,Knicks,20370.0,20445.0,Carmelo Anthony
273.0,Kenneth Faried,4.0,2.4,Nuggets,Thunder,20446.0,20502.0,Kenneth Faried
273.0,Russell Westbrook,3.0,1.8333333333333333,Nuggets,Thunder,20446.0,20502.0,Kevin Durant
274.0,DeMarcus Cousins,8.0,3.2,Trail Blazers,Kings,20503.0,20582.0,Mason Plumlee
274.0,CJ McCollum,6.0,2.0,Trail Blazers,Kings,20503.0,20582.0,DeMarcus Cousins
